"_id","id_org","ord","phone","owner","owner_fio"
"258693","2859","3","546671","оператор",""
"258695","4189","1","516404","",""
"258696","4409","1","92442","",""
"258699","10327","1","8662967680,967698,966424","",""
"258703","11171","1","499922,524873,403733","",""
"258704","4516","1","762745","",""
"258706","8317","1","530996","",""
"258707","7651","1","33737","",""
"258708","1188","1","27308","начальник",""
"258709","1188","2","27256","бухгалтерия",""
"258710","2816","1","747071,749198","приемная",""
"258716","5984","1","52003","",""
"258717","6866","1","446674,731673","",""
"258720","9824","1","536584","",""
"258721","10805","1","649977","",""
"258722","10806","1","521751","",""
"258724","8971","1","51896","",""
"258725","5945","1","95146","",""
"258730","4724","1","52367","начальник",""
"258731","4724","2","51333","бухгалтерия",""
"258732","4724","3","53126","ст.Змейская, ул.Буденного, 147",""
"258733","4724","4","55219","с.Ставт-Дурт, ул.Хайманова, 30",""
"258734","8966","1","51688","дежурный",""
"258735","8966","2","50377","начальник электросетей",""
"258738","2761","1","51088","",""
"258742","10906","1","89284942419","",""
"258746","2674","1","32011","секретарь",""
"258747","2674","2","33725","председатель",""
"258748","2674","3","32026","бухгалтерия",""
"258784","4843","1","61615","приемная",""
"258785","4843","2","61634","отдел работы с налогоплательщиками",""
"258786","4843","3","61627","бухгалтерия",""
"258787","4843","4","51322","с.Эльхотово, ул.Зортова, 16",""
"258788","10544","1","530928,968632,89188268632","",""
"258792","4229","1","744887","приемная",""
"258793","4229","2","741039","1-е отделение",""
"258794","4229","3","749541","2-е отделение",""
"258795","9909","1","251711","",""
"258797","10216","1","8663146000","",""
"258799","10120","1","8782204291","",""
"258802","9994","1","8712223472,222760","",""
"258808","9998","1","8712222225","",""
"258815","10395","1","8662406442","приемное отд-е",""
"258816","10395","2","402205","гл. врач",""
"258817","10394","1","8662422196,423470","приемное отде-е",""
"258818","10394","2","426342","приемная гл. врача",""
"258820","10443","1","8662425518","",""
"258958","1901","1","740443","приемное отд-е",""
"258959","1901","2","740450","гл. врач",""
"258960","1901","3","740452","секретарь",""
"258961","1901","4","740441","директор","Фидаров Олег"
"258962","1901","5","747462,747421","оперативный отдел",""
"258963","1901","6","767601,740233","отд-е хирургии",""
"258964","1901","7","741231","реанимация",""
"258965","1901","8","740456","гинекологическое отд-е",""
"258966","1901","9","740453","инфекционное отд-е",""
"258967","1901","10","747830","отдел кадров",""
"258968","1901","11","741250,767820","бухгалтерия",""
"258993","10046","1","8712332135","",""
"258995","10275","1","89280800934","",""
"258996","1102","1","505055,540450,505833","",""
"258998","8510","1","757281","",""
"258999","1058","1","445426","",""
"259010","19","1","524846","",""
"259015","7424","1","89286861810,89194257315","",""
"259034","1920","1","522304","регистратура",""
"259035","1920","2","522331","гл. врач",""
"259036","1920","3","522428","зам. гл. врача",""
"259037","1920","4","521688","зав. ОМО",""
"259038","1920","5","522429","зав. пол-кой",""
"259039","1920","6","522450","зав. вен. отд-м",""
"259040","1920","7","521966","зав. кожным отд-м",""
"259041","1920","8","521404","зав. детским отд-м",""
"259042","1920","9","521078","лаборатория",""
"259043","1232","1","748543","директор, бухгалтер",""
"259044","1232","2","748817","склад",""
"259045","8719","1","513086","",""
"259046","10964","1","440190","",""
"259047","883","1","545616","",""
"259048","6783","1","541918","",""
"259049","7862","1","532150","",""
"259051","11381","1","914028","",""
"259055","2204","1","530745","директор",""
"259056","2204","2","536830","секретарь, бухгалтер",""
"259057","2204","3","538611","завуч, учебная часть",""
"259061","10507","1","8793731112","",""
"259062","6103","1","30287","",""
"259068","7583","1","531921,403303","",""
"259069","9549","1","89183226835","",""
"259075","3435","1","545377","дежурный",""
"259080","8508","1","531147","приемная",""
"259081","8508","2","539509","председатель",""
"259082","8508","3","539695","бухгалтерия",""
"259083","8508","4","530127","отдел кадров",""
"259084","3445","1","533562,540751","приемная",""
"259085","3445","2","531504","отдел жилищного хоз-ва",""
"259086","3445","3","544088","отдел коммунального хоз-ва",""
"259087","3445","4","533533","отдел экономич. анализа",""
"259088","3445","5","541449","отдел содействия реформам ЖКХ",""
"259089","3445","6","540223","финанансовый отдел",""
"259095","7208","1","240905","приёмная",""
"259096","7208","2","240906","председатель",""
"259097","7208","3","241113,240950,241978","заместители",""
"259098","7208","4","241262,741214","лесной отдел",""
"259099","7208","5","241116","горячая линия",""
"259104","7088","1","532086","секретарь",""
"259105","7088","2","530793","начальник",""
"259106","7088","3","533742","заместитель",""
"259107","7088","4","534675","гл. бухгалтер",""
"259116","7197","1","749421","приёмная",""
"259117","7197","2","746875","""зелёная линия""",""
"259118","7197","3","742057","бухгалтерия",""
"259119","7197","4","745463","информационный отдел",""
"259124","4888","1","538375","председатель",""
"259125","4888","2","536936","бухгалтерия",""
"259126","4888","3","532161","управ. делами",""
"259127","4888","4","539805","орг. отдел",""
"259128","9573","1","532926,542353","",""
"259129","7779","1","569123","",""
"259130","1766","1","51890","начальник, приемная",""
"259131","1766","2","51801","гл. бухгалтер",""
"259132","1766","3","51137","экономист",""
"259133","1766","4","51212","водозабор",""
"259134","1766","5","51807","охрана",""
"259136","10704","1","89288600033","",""
"259137","9177","1","89188327372","",""
"259139","7794","1","649006,649021,649023","",""
"259148","7633","1","32306,35506,22202","",""
"259154","2190","1","731707","приемная",""
"259155","2190","2","731706","директор",""
"259156","2190","3","731725","завуч",""
"259157","2190","4","731709","зав. базой",""
"259158","2190","5","731732","гл. бухгалтер",""
"259160","10171","1","8662978165","",""
"259164","559","1","535832","председатель, приемная",""
"259165","559","2","533279,544753","правовой отдел",""
"259166","559","3","534164","бухгалтерия",""
"259171","6191","1","446890","",""
"259178","7134","1","536362","приемная",""
"259179","7134","2","534183","аудиторы",""
"259180","9438","1","250685","",""
"259182","2546","1","764007","",""
"259184","5548","1","533954","",""
"259191","11808","1","89289281090,89280666456","",""
"259192","6411","1","749942","",""
"259193","9386","1","546226,89284978538","",""
"260712","12024","1","","ЗАТЕРЕЧНЫЙ ТР",""
"260713","12024","2","754296","АК-1560",""
"260714","12024","3","521592","Гизельское шоссе",""
"260715","12024","4","753246","дача Совмина",""
"260716","12024","5","514424","пр.Ген.Доватора",""
"260717","12024","6","744268","пр.Коста, 225",""
"260718","12024","7","528370","ул.Гагарина",""
"260719","12024","8","753167","ул.Гадиева, 7",""
"260720","12024","9","752285","ул.Грибоедова, 5",""
"260721","12024","10","751718","ул.К.Маркса, 43",""
"260722","12024","11","751276","ул.К.Маркса, 77",""
"260723","12024","12","758847","ул.Калоева, 123",""
"260724","12024","13","549462","ул.Кирова, 2",""
"260725","12024","14","","ИРИСТОНСКИЙ ТР №1",""
"260726","12024","15","440170","Баня №6",""
"260727","12024","16","759531","Владмебель",""
"260728","12024","17","505861","Ж/д переулок",""
"260729","12024","18","534911","ул.Гибизова, 3",""
"260730","12024","19","536541","ул.Джанаева, 22",""
"260731","12024","20","531111","ул.Димитрова, 2",""
"260732","12024","21","505534","ул.Кирова, 74",""
"260733","12024","22","533584","ул.Ленина, 27",""
"260734","12024","23","533454","ул.Ленина, 65",""
"260735","12024","24","535172","ул.Неведомского, 9",""
"260736","12024","25","546457","ул.Пушкинская, 38",""
"260737","12024","26","534566","ул.Тамаева, 6",""
"260738","12024","27","534391","ул.Церетели, 7",""
"260739","12024","28","","ИРИСТОНСКИЙ ТР №2",""
"260740","12024","29","569623","пос.Карца",""
"260741","12024","30","580370","пос.Спутник",""
"260742","12024","31","531457","ул.Ак.Шегрена, 40",""
"260743","12024","32","750105","ул.Кутузова, 74",""
"260744","12024","33","759724","ул.Кутузова, 100",""
"260745","12024","34","550714","ул.Пушкинская, 5",""
"260746","12024","35","533577","ул.Шмулевича, 45",""
"260747","12024","36","","ПРОМЫШЛЕННЫЙ ТР",""
"260748","12024","37","732189","Баня №8",""
"260749","12024","38","762011","пер.Автобусный, 17",""
"260750","12024","39","762634","ул.Гвардейская, 47",""
"260751","12024","40","762977","ул.Зортова, 57",""
"260752","12024","41","745506","ул.Интернациональная, 91",""
"260753","12024","42","748418","ул.Иристонская, 1",""
"260754","12024","43","764574","ул.Иристонская, 3",""
"260755","12024","44","742968","ул.Иристонская, 43",""
"260756","12024","45","741322","ул.Иристонская, 76",""
"260757","12024","46","761780","ул.Керменистов, 10",""
"260758","12024","47","762013","ул.Кирова, 23",""
"260759","12024","48","537494","ул.Красивая, 7",""
"260760","12024","49","768277","ул.Минина, 15",""
"260761","12024","50","762604","ул.Николаева, 26",""
"260762","12024","51","768107,505985","ул.Николаева, 44",""
"260763","12024","52","764463","ул.Николаева, 50",""
"260764","12024","53","764172","ул.О.Кошевого, 65",""
"260765","12024","54","748967","ул.Остаева, 23",""
"260766","12024","55","767765","ул.Тельмана, 25",""
"260767","12024","56","581229","ул.Тельмана, 31",""
"260768","12024","57","","СЕВЕРО-ЗАПАДНЫЙ ТР №1",""
"260769","12024","58","440176","ул.Галковского, 221",""
"260770","12024","59","743948","ул.З.Космодемьянской, 3",""
"260771","12024","60","740190","ул.Калоева, 408, мкрн. №3",""
"260772","12024","61","745931","ул.Леваневского, 266",""
"260773","12024","62","741200","ул.Леонова, 11, мкрн. №4",""
"260774","12024","63","515282,515236","ул.Московская, 27, мкрн. №5-6",""
"260775","12024","64","","СЕВЕРО-ЗАПАДНЫЙ ТР №2",""
"260776","12024","65","772918,776650","мкрн. №11",""
"260777","12024","66","440168","мкрн. №12",""
"260778","12024","67","611842","мкрн. №12 а",""
"260779","12024","68","773221","ул.А.Кесаева, 10, мкрн. №7-15",""
"260780","12024","69","615285","ул.Гагкаева, 5",""
"260784","11622","1","89194241017,89284910017","",""
"260785","4214","1","765449","",""
"260790","666","1","530917,542207","приемная",""
"260791","666","2","533851","начальник",""
"260792","666","3","538134","бухгалтер",""
"260794","6335","1","550605","",""
"260797","9924","1","8787825299","",""
"260798","5944","1","94143","",""
"260800","5950","1","94240","",""
"260802","3147","1","444123,242000","",""
"260804","10424","1","8662735393","",""
"260805","8489","1","915187,932017","",""
"260806","1666","1","500137","специалист",""
"260807","1666","2","537438","начальник",""
"260814","7750","1","750557","",""
"260815","1061","1","534872,505409","",""
"260817","6535","1","740386,744371","",""
"260819","11015","1","446544","",""
"260822","1256","1","546702","",""
"260839","10546","1","8793399823,89624531967","",""
"260840","8817","1","534534","",""
"260842","9957","1","8782202630,204070","",""
"260845","10270","1","8662777767","",""
"260846","8418","1","505553","",""
"260848","10898","1","616061,616080","",""
"260849","1957","1","774884","",""
"260853","4110","1","741372","вирусологи",""
"260854","4110","2","742925","особо опасные и природно-очаговые инфекции",""
"260855","4110","3","505241","радиологическое отд-е",""
"260856","6797","1","546154","",""
"260857","6685","1","778884","",""
"260859","8695","1","542690","",""
"260864","10357","1","8662441194","отдел",""
"260865","10357","2","771082","директор",""
"260866","8333","1","551552,254010","",""
"260876","11341","1","916285,611807","",""
"260877","10616","1","992411,89034845566","",""
"260878","4084","1","32142","",""
"260879","11949","1","90590","",""
"260880","453","1","539027","",""
"260883","8947","1","89631790870,89284935844","",""
"260884","3023","1","91569","",""
"260888","3530","1","937451","",""
"260892","3034","1","531074","",""
"260894","10464","1","8662424722","",""
"260897","5962","1","35188","",""
"260908","2205","1","32720","директор, приемная",""
"260909","2205","2","33043","заместитель",""
"260910","2205","3","23767","учительская",""
"260911","2205","4","32719","бухгалтерия",""
"260912","2205","5","23956","общежитие",""
"260915","9037","1","89627491268","",""
"260916","9047","1","89284814441","",""
"260919","10374","1","8662720101,720908,720275","",""
"260934","10364","1","8662720223","приемная",""
"260935","10364","2","720428","начальник",""
"260936","10364","3","720858","бухгалтер",""
"260937","10364","4","423107","факс",""
"260938","9500","1","611820,611822","",""
"260939","10841","1","499030,89014979030","приемная",""
"260940","10841","2","963015","пластический хирург Бугулова",""
"260943","8321","1","443060,610020,402647","",""
"260944","8066","1","740910","",""
"260945","8848","1","618777","",""
"260946","2835","1","92498,90587","",""
"260948","3527","1","752378","",""
"260951","2741","1","37711","бытовая химия",""
"260952","2741","2","37727","продовольственный отдел",""
"260953","7769","1","769844,762375","",""
"260954","9659","1","30603","",""
"260965","8787","1","523605","",""
"260976","4835","1","505115","дежурная часть",""
"260977","4835","2","408892","начальник",""
"260980","4836","1","31146","дежурный",""
"260981","4836","2","32586","начальник",""
"260984","4834","1","505929,31484","дежурная часть",""
"260985","4834","2","33208","начальник",""
"260986","218","1","774764","",""
"260987","1448","1","766818","",""
"261003","3053","1","501079,501240","",""
"261004","2164","1","539886","директор",""
"261005","2164","2","538593,530973","завуч",""
"261006","2164","3","539240","учительская",""
"261007","2164","4","530821","бухгалтерия",""
"261008","2164","5","537534","отдел кадров",""
"261009","2164","6","535536","столовая",""
"261010","2164","7","538277","завхоз",""
"261011","2164","8","530873","вахта",""
"261013","10065","1","8782252512","",""
"261014","4033","1","548131","",""
"261020","3734","1","538129","",""
"261023","12025","1","984689,89289273079","",""
"261033","3380","1","35698","",""
"261037","2748","1","31774","общий",""
"261038","2748","2","30669","директор",""
"261055","4191","1","518395,518396","",""
"261056","6766","1","741595,89194221121","",""
"261070","12030","1","446239,89286863723,89284931727","",""
"261071","6194","1","537597","",""
"261073","11790","1","442719","",""
"261076","10034","1","8782275457","",""
"261084","1339","1","773654,579525","",""
"261090","3292","1","441931","",""
"261092","4550","1","30405","",""
"261095","4022","1","545406","",""
"261098","10921","1","500012","",""
"261099","825","1","538207","",""
"261101","1841","1","542302,542512","",""
"261103","1201","1","89188227927","",""
"261108","7293","1","596101","начальник",""
"261109","7293","2","596104","заместитель",""
"261131","7970","1","594114","приемная",""
"261132","7970","2","594110","начальник",""
"261133","7970","3","594112,594115","заместители",""
"261139","7053","1","594110","начальник",""
"261140","7053","2","594107","заместитель",""
"261141","7053","3","594157","канцелярия",""
"261158","4969","1","642291","начальник",""
"261159","4969","2","641852","ревизионная служба",""
"261160","4969","3","641250","отдел пищевой промышленности",""
"261161","4969","4","641835","бухгалтерия",""
"261162","4969","5","530052","гл. бухгалтер",""
"261163","4969","6","530567","зам. гл. бухгалтера",""
"261164","8629","1","539726,641297","",""
"261181","4538","1","32270","дежурный",""
"261182","4538","2","30271","военный комиссар",""
"261183","4538","3","32272","начальник 1-го отделения",""
"261184","4538","4","32274","начальник 2-го отделения",""
"261185","4538","5","32273","начальник 3-го отделения",""
"261190","4537","1","51194","дежурный",""
"261191","4537","2","51021","начальник",""
"261192","4537","3","51920","1-е отделение",""
"261193","4537","4","51732","финансовый отдел",""
"261215","4536","1","31640","дежурный",""
"261216","4536","2","31554","военный комиссар",""
"261217","4536","3","31663","заместитель",""
"261218","4536","4","33048","начальник 1-го отделения",""
"261219","4536","5","31063","начальник 2-го отделения",""
"261220","4536","6","31979","учет солдат, сержантов и прапорщиков в запасе",""
"261221","4536","7","34484","начальник отделения соц. обеспечения",""
"261234","4541","1","31286","дежурный",""
"261235","4541","2","31284","военный комиссар",""
"261236","4541","3","31285,31286","заместитель",""
"261237","4541","4","33648","начальник 2-го отделения",""
"261238","4541","5","34176","начальник 3-го отделения",""
"261239","4541","6","33072","начальник 4-го отделения",""
"261244","4535","1","21852","дежурный",""
"261245","4535","2","21301","военный комиссар",""
"261246","4535","3","21104","начальник 1-го отделения",""
"261247","4535","4","21133","начальник 2-го отделения",""
"261250","5867","1","755583","начальник",""
"261251","5867","2","750573","заместитель",""
"261254","381","1","550206","дежурный",""
"261255","381","2","748494","начальник",""
"261256","548","1","751318,641165","приемная",""
"261257","548","2","641678","1-й зам. министра",""
"261258","548","3","640276","зам.министра",""
"261259","548","4","641295","помощник министра",""
"261260","548","5","750014","отдел правового обеспечения",""
"261261","548","6","641753","отдел кадров",""
"261262","4963","1","641150,642296","",""
"261271","5002","1","32510","начальник",""
"261272","5002","2","32165,32652","заместитель",""
"261273","5002","3","32135","льготный отдел",""
"261274","5002","4","33773","детский отдел",""
"261275","5002","5","34296","отдел жилищных субсидий",""
"261276","5002","6","33103","юрист",""
"261277","5002","7","36881","бухгалтер",""
"261286","323","1","553041,250011","глава АМС, приемная",""
"261287","323","2","551438","1-й заместитель",""
"261288","323","3","252422","отдел кадров",""
"261289","323","4","553469","отдел учёта и отчетности",""
"261290","323","5","254595","прием граждан",""
"261291","323","6","553473,550704","отдел информ. обеспечения",""
"261292","323","7","252171","начальник охраны",""
"261293","323","8","550716","гараж",""
"261295","3277","1","546347","",""
"261328","8532","1","31249,30024","",""
"261330","8533","1","50390","",""
"261345","4940","1","22986,22776,23359","инспекторы",""
"261346","4940","2","22081","начальник",""
"261348","8534","1","35741","",""
"261349","11465","1","596732,761501","приемная",""
"261350","11465","2","596714,596770","инспектор",""
"261351","11466","1","740430,405078,405079","",""
"261391","544","1","501581","приемная",""
"261392","544","2","501582,501573,536086","заместитель",""
"261393","544","3","536261,501572,501523","отдел печати и массовых коммуникаций",""
"261394","544","4","533828","канцелярия",""
"261395","544","5","501223","бухгалтерия",""
"261396","544","6","501584","отдел кадров",""
"261397","7138","1","534490","",""
"261398","5306","1","24396","АБО",""
"261399","5306","2","22567","начальник",""
"261400","5306","3","23793","служба режима",""
"261401","7214","1","33950","начальник",""
"261402","7214","2","34019","общий отдел",""
"261495","4543","1","749349","дежурный",""
"261496","4543","2","746411","начальник",""
"261497","4543","3","746364","картотека",""
"261498","5471","1","532192","",""
"261499","4971","1","612272,641837","",""
"261526","6293","1","22642","приемная",""
"261527","6293","2","23226,23650","отдел",""
"261528","7493","1","30043","",""
"261529","5847","1","22798","дежурный",""
"261530","8610","1","756029","",""
"261531","5139","1","761659","",""
"261532","5140","1","756492","",""
"261534","5138","1","569135","",""
"261535","5141","1","569246","",""
"261536","5143","1","537033","",""
"261537","5146","1","569042","",""
"261538","5115","1","538116,534912","",""
"261539","5142","1","560627","",""
"261540","5117","1","534762","",""
"261541","5132","1","742580","",""
"261542","7280","1","532563","",""
"261543","5124","1","532234","",""
"261545","7167","1","532234","",""
"261547","5125","1","768981","",""
"261548","5128","1","565905","",""
"261549","5123","1","779366","",""
"261550","5148","1","516989","",""
"261551","5134","1","775712","",""
"261552","8531","1","548343","",""
"261553","5116","1","251360","",""
"261567","7287","1","30563","секретарь",""
"261568","7287","2","30410","зам. начальника",""
"261569","7287","3","30412","общий отдел",""
"261570","7287","4","30411","подписка",""
"261571","7287","5","30412","операционный зал",""
"261572","7287","6","34229","интернет",""
"261577","7251","1","32421","почта",""
"261578","7251","2","34003","отдел доставки",""
"261579","7251","3","35042","посыльный",""
"261580","7251","4","31279","мастера",""
"261581","5129","1","730853","",""
"261586","9195","1","47262","",""
"261588","5130","1","693123","",""
"261589","9421","1","35340","",""
"261590","5153","1","22881,22771","",""
"261591","7290","1","22881,22771","",""
"261592","9420","1","35664","",""
"261594","9197","1","44134","",""
"261601","5154","1","31758,31343","",""
"261602","8584","1","31758,31343","",""
"261607","8587","1","51767,51812","",""
"261608","5156","1","51767,51812,50036","",""
"261610","9196","1","31155","",""
"261612","10056","1","8734446003","",""
"261613","6572","1","539653","",""
"261616","10313","1","8662773881","",""
"261617","10865","1","769416","",""
"261620","379","1","537281","дежурная часть",""
"261621","379","2","592101","начальник",""
"261623","4167","1","754371","",""
"261625","1383","1","766360,767725","",""
"261627","10314","1","8663145913","",""
"261629","10261","1","8662753438","",""
"261631","10126","1","8734721630","",""
"261632","4873","1","537163","",""
"261645","5840","1","92143","",""
"261646","1767","1","92341","начальник",""
"261647","1767","2","92330","бухгалтерия",""
"261648","1767","3","92591","база",""
"261651","6693","1","31864","",""
"261655","8459","1","751407,935159,980238,924405","",""
"261656","11667","1","89289315977","",""
"261658","4246","1","563494","",""
"261659","7823","1","574004","",""
"261661","9936","1","8732228207,89188181666","",""
"261666","7927","1","35006","",""
"261667","4076","1","33960","",""
"261677","2853","1","743541","",""
"261678","3171","1","762930","директор",""
"261679","3171","2","762940","сауна",""
"261681","7140","1","500000","",""
"261685","12032","1","89061887688","",""
"261708","12034","1","255078","",""
"261709","8307","1","511122","",""
"261731","2026","1","750361","начальник",""
"261732","2026","2","520364","гистологическая лаборатория",""
"261733","7397","1","535464","",""
"261739","2226","1","641061","директор",""
"261740","2226","2","641058","вахта",""
"261741","3283","1","741823","",""
"261742","3496","1","520128","",""
"261744","10228","1","8662967199","",""
"261746","10177","1","8662742580","",""
"261749","10174","1","8662405457","",""
"261751","10175","1","8662774666","",""
"261752","7262","1","30364,34814","",""
"261755","7327","1","732574","",""
"261773","2449","1","530213","",""
"261777","4281","1","541624","",""
"261780","10037","1","8782206664","",""
"261782","5433","1","542543,531160","",""
"261783","5454","1","89280746534,531160","",""
"261784","5453","1","537568,531160","",""
"261785","5451","1","535902","",""
"261794","12040","1","444839","",""
"261796","8694","1","573449,89282350652","",""
"261800","11363","1","447005","",""
"261804","2645","1","32691","",""
"261808","9637","1","89188201797,922212","",""
"261809","11726","1","774807,89187034070","",""
"261810","8315","1","544525","",""
"261813","7307","1","742994","директор",""
"261814","7307","2","767935","бухгалтерия",""
"261817","6478","1","518132","",""
"261818","1890","1","773386,778871","",""
"261819","2024","1","522493","",""
"261828","6762","1","549383","",""
"261829","2534","1","768183","бюро сбыта",""
"261830","2534","2","767130","директор, приемная",""
"261831","2534","3","767111","гл. инженер",""
"261832","2534","4","762710","заместитель",""
"261833","2534","5","768048","цех минеральной воды",""
"261834","9630","1","939898","",""
"261836","11826","1","89097628201","",""
"261837","5062","1","532262","операционный зал",""
"261838","5062","2","539515","кредитный отдел",""
"261839","5062","3","547572","касса",""
"261840","4487","1","31236","директор",""
"261841","4487","2","33467","бухгалтерия",""
"261845","11498","1","546994","",""
"261847","2840","1","745933","",""
"261849","8502","1","761440,768956","",""
"261850","8624","1","532148","",""
"261851","5842","1","32097","",""
"261852","2970","1","530132","приемная",""
"261853","2970","2","532148","бухгалтерия",""
"261856","1237","1","500948,532781","",""
"261859","4426","1","30929","приемная",""
"261860","4426","2","30939,37319","охрана",""
"261861","9186","1","512652","",""
"261862","11829","1","89097628201","",""
"261865","2769","1","537063","секретарь","Чернолихова Светлана Георгиевна"
"261866","2769","2","537909","директор",""
"261867","2769","3","531100","отдел сбыта",""
"261868","2769","4","546807","бухгалтерия",""
"261869","601","1","545565","начальник",""
"261870","601","2","547293,536400","отдел",""
"261874","9343","1","543961","",""
"261876","110","1","535580","директор",""
"261877","110","2","530448","бухгалтерия",""
"261878","1551","1","779678","",""
"261879","3224","1","528653","",""
"261880","4865","1","21714","",""
"261881","6159","1","32725","",""
"261882","6379","1","552767","",""
"261883","5799","1","30901","",""
"261887","410","1","769241","",""
"261889","4324","1","32371","",""
"261890","8965","1","749113","",""
"261891","7552","1","547012","",""
"261892","1613","1","764430","",""
"261893","5406","1","35116","",""
"261895","6733","1","529818","",""
"261896","2495","1","31699","",""
"261897","9206","1","756422","",""
"261898","7101","1","32303","",""
"261899","6153","1","33012,89280672562","",""
"261900","7416","1","32320","",""
"261905","3756","1","549699","бухгалтерия",""
"261906","158","1","768868","директор",""
"261907","158","2","762921","заместитель",""
"261908","158","3","767241","подсобное хозяйство",""
"261909","158","4","762904","бухгалтерия",""
"261910","158","5","761660","проходная",""
"261911","8944","1","748779","",""
"261912","1199","1","31670","",""
"261913","7624","1","35707,36797","",""
"261914","8495","1","451401","",""
"261915","8589","1","31551","",""
"261919","661","1","756266,750626,753300","гл. редактор",""
"261920","6406","1","550209","бухгалтерия",""
"261921","6406","2","550816","администратор",""
"261922","5880","1","441272","",""
"261929","6226","1","35363","с.Гизель, ул.Пролетарская, 25",""
"261930","6226","2","690270","с.Ногир, ул.Ленина, 105",""
"261931","6226","3","44249","с.Сунжа, ул.Бибилова, 27",""
"261937","3201","1","769920","",""
"261939","7247","1","777476,777797","",""
"261940","5792","1","31568","",""
"261943","2363","1","32333","",""
"261945","9571","1","544427","",""
"261947","9578","1","751526","",""
"261949","2392","1","769201","",""
"261951","4470","1","50805","директор",""
"261952","4470","2","51954","бухгалтерия",""
"261954","4036","1","776135","",""
"261955","1305","1","31716","",""
"261957","1010","1","758189","",""
"261958","3903","1","550991","",""
"261959","685","1","751094","",""
"261963","5218","1","22823","",""
"261964","1949","1","752115","",""
"261965","5609","1","534881","",""
"261966","5608","1","764131","",""
"261967","5622","1","758607","",""
"261968","5813","1","770889","",""
"261969","5814","1","640954","",""
"261971","6163","1","31423","",""
"261972","8017","1","37191","",""
"261973","7687","1","33255","",""
"261974","7828","1","547128","",""
"261975","6144","1","33675","",""
"261976","3643","1","539631,530225","",""
"261977","9080","1","577128","",""
"261978","7479","1","90714","",""
"261979","5034","1","21670","",""
"261980","4705","1","543481","",""
"261982","5101","1","552603","",""
"261983","5135","1","756447","",""
"261986","2370","1","530111","",""
"261987","6223","1","36899","",""
"261988","609","1","37117,32750,30858","начальник",""
"261989","609","2","31955,37308","АБО",""
"261997","5109","1","547674","",""
"262004","8301","1","50805","",""
"262005","6878","1","445911,640044","",""
"262006","8674","1","491869,942567","",""
"262008","1758","1","536097","начальник",""
"262009","1758","2","532718","гл. бухгалтер",""
"262010","6439","1","767960","",""
"262011","10716","1","811","",""
"262012","9148","1","542767,442701","",""
"262013","7781","1","35999","",""
"262014","3111","1","743453","",""
"262016","9603","1","547166,532025","",""
"262017","52","1","766969","",""
"262019","4447","1","52844,51397","",""
"262020","7333","1","755367","",""
"262021","854","1","519322,767429","директор",""
"262022","854","2","519361","бухгалтерия",""
"262024","7942","1","533663,445911","",""
"262026","4163","1","93670","",""
"262027","1787","1","31774","директор",""
"262028","1787","2","31794","гл. бухгалтер","Карданова Альбина Владимировна"
"262029","6292","1","22669","",""
"262031","8905","1","90856","",""
"262032","6632","1","753254","",""
"262033","4685","1","754303","начальник",""
"262034","4685","2","753339","специалисты",""
"262035","4685","3","753489","защита прав потребителей",""
"262038","729","1","505679","",""
"262049","1281","1","779090","",""
"262052","1592","1","538555","",""
"262053","9984","1","8782267676","",""
"262054","10203","1","8662407087","",""
"262055","10268","1","8662750060","",""
"262056","10276","1","89287192537,89604254398","",""
"262057","9954","1","8782252229","",""
"262058","9965","1","8782256696","",""
"262059","10146","1","8782273616","",""
"262060","10147","1","8782202342","",""
"262061","10110","1","8787251477","",""
"262062","10273","1","8662773910","",""
"262064","10050","1","878225280,25283","",""
"262066","9941","1","8782265455","",""
"262067","10284","1","8662442595","",""
"262068","4398","1","91485","",""
"262073","10133","1","8782267628,276242,271705","",""
"262074","10325","1","8662404229","",""
"262079","9961","1","8782261520","",""
"262080","9977","1","8787258299","",""
"262084","9935","1","8782275356,276707","",""
"262085","9982","1","8782263492","",""
"262086","10353","1","8662720179,720700","",""
"262087","10097","1","8712223721","",""
"262088","10159","1","8662442227","",""
"262089","10354","1","8662720749,720737,425717","",""
"262090","10241","1","8662422692,422795","",""
"262091","10384","1","8662720404,427575","",""
"262093","10194","1","8662443850,775281","",""
"262094","10366","1","8662720244","",""
"262102","10205","1","8662443665","",""
"262104","10372","1","8662426714","",""
"262108","10015","1","8734721452","",""
"262109","10215","1","8662918489,968326","",""
"262113","10295","1","8662474244","",""
"262114","10297","1","8662978880,977620","",""
"262115","10301","1","8662476575","",""
"262117","10304","1","8662406837,89280751689","",""
"262119","10386","1","8662720964,421774","",""
"262120","10497","1","8662964035","",""
"262121","10094","1","8712223389,333027","",""
"262122","10001","1","8714322288,22289,22393","",""
"262127","1453","1","525880","",""
"262128","11408","1","445238","",""
"262130","3893","1","444204,89054889595","",""
"262132","10258","1","8662407584,407581","",""
"262137","1132","1","756752","",""
"262141","5871","1","92337","директор",""
"262142","5871","2","92168","бухгалтерия",""
"262143","5871","3","92142","проходная",""
"262144","4554","1","505652","",""
"262145","3226","1","505513","",""
"262147","934","1","32620","",""
"262148","11150","1","403738","",""
"262149","11217","1","89034845574,89286880485","",""
"262151","11145","1","990505,89188290505,496979,89288558547","",""
"262152","7387","1","525137","кафе",""
"262153","7387","2","527805","доставка",""
"262156","6364","1","747930,510309","",""
