_id,parent_id,name,address_index,address,time,email,www,checking,favorite,editions,orders,tags,description
4156,0,СТРОЙМАРКЕТ,362035,"Архонское шоссе, 2 км",8.00-17.00; без пер. ; вых. Вс.,446544@mail.ru,www.eko-stroiservis.ru,5,0,71,,,
4157,0,ASKONA,,"ул. Московская, 45/1",10.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
4185,0,СПЕЦМОНТАЖАВТОМАТИКА,362021,"ул. Гадиева, 83, автобаза =Турист=","8.00-17.00; пер.  12.00-13.00; вых. Сб., Вс.",,,5,0,71,,,
4204,0,ZEN,362040,"ул. Тамаева, 25",10.00-19.00; Вс. 11.00-18.00,,,6,0,83,,,
4205,0,МЕТРО торговый центр,362020,"просп. Коста, 182","10.00-23.00; без пер. , вых.",,,5,0,67,,,
4217,0,МОСКВА магазин,362003,"просп. Коста, 186",10.00-19.00; Сб. 10.00-18.00; вых. Вс.,glass6@yandex.ru,,5,0,67,,,
4218,0,МАТРИЦА сеть салонов сотовой связи,362040,"ул. Штыба, 12","10.00-20.00; без пер. , вых.",,,6,0,67,,,
4220,0,ГАЗ ДЕТАЛИ МАШИН,362013,"ул. Гагарина, 1 а",9.00-18.00,15murat@rambler.ru,,5,0,99,,,
4228,0,КАНЦТОВАРИЩ магазин,362040,"ул. Маяковского, 19",9.00-19.00; Сб. 9.00-18.00; вых. Вс.,,,6,0,67,,,
4234,0,КАПРИЗ магазин,362040,"ул. Ленина, 66","10.00-20.00; без пер. , вых.",,,5,0,67,,,
4239,0,ОФОРМЛЕНИЕ ТОРЖЕСТВ,,"пер. Покровский, 8","9.00-20.00; без пер. , вых.",,www.galinarevenko.ru,6,0,67,,,
4241,0,СКИФ-М магазин,362035,"ул. Галковского, 235",9.00-18.00; вых. Вс.,skif-m1@yandex.ru,,5,0,71,,,
4243,0,ДЕАР-ОПТИКА VIP группа компаний,362040,"ул. Ленина, 66",10.00-19.00; без пер. ; вых. Вс.,,,5,0,83,,,
4245,0,УСПЕХ магазин,362027,"ул. Рамонова, 16",10.00-18.00,,,5,0,67,,,
4246,0,ПАНТЕЯ магазин,362040,"ул. Маяковского, 25","11.00-19.00; без пер. , вых.",,,5,0,67,,,
4247,0,РОЗАЛИНА,362040,"ул. Г.Баева, 17",10.00-19.00; без пер. ; вых. Вс.,,,5,0,71,,,
4251,0,ВАШИ ОКНА филиал,362045,"ул. Владикавказская, 41",9.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
4255,0,КАР-МЕН студия красоты,362035,"ул. Гугкаева, 22/1","9.00-20.00; без пер. , вых.",,,5,0,83,,,
4256,0,КОСМОС-2000,362911,"пос.Заводской, ул. Циолковского, 1",9.00-18.00; пер.  13.00-14.00; вых. Вс.,,,5,0,99,,,
4258,0,ЗАБАВА ПРЕМИУМ супермаркет,362048,"просп. Ген.Доватора, 37 а, ТЦ =Сказка=",8.00-01.00,zabava-24@mail.ru,www.zabava-24.ru,5,0,67,,,
4260,0,НЮАНС,362040,"ул. Г.Баева, 13","10.00-19.00; без пер. , вых.",,,6,0,71,,,
4270,0,МИГ магазин,362021,"ул. Молодежная, 10","9.00-21.00; без пер. , вых.",,,6,0,67,,,
4280,0,ЭКОНОМ аптека,362025,"ул. Куйбышева, 49","8.00-21.00; без пер. , вых.",,,5,0,83,,,
4282,0,МИШУТКА,362040,"ул. Ленина, 63","10.00-19.00; без пер. , вых.",,,6,0,67,,,
4284,0,ТАБИТИ магазин,362040,"ул. Ленина, 39",10.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
4286,0,LORD магазин,362040,"ул. Ленина, 68","10.00-20.00; без пер. , вых.",,,5,0,67,,,
4290,0,STIL AUTO магазин,362021,"ул. Иристонская, 7",10.00-18.00,,www.стильавто.рф,6,0,99,,,
4291,0,FLASH,362021,"ул. Пожарского, 12","10.00-19.00; без пер. , вых.",,,5,0,67,,,
4292,0,ТАНДЕМ магазин,362021,"ул. Николаева, 40","9.00-20.00; без пер. , вых.",,,5,0,83,,,
4294,0,COTTON CLUB,362027,"ул. Тамаева, 43","10.00-19.00; без пер. , вых.",cottonclub@bk.ru,,5,0,67,,,
4299,0,ABC аптека,362047,"ул. Московская, 44","8.00-22.00; без пер. , вых.",,,5,0,83,,,
4302,0,ДВЕРЬ-АРСЕНАЛ,362031,"просп. Коста, 233, з-д =Разряд=",10.00-18.00; вых. Вс.,,,5,0,71,,,
4303,0,СЕЙФЫ,362002,"ул. Зортова, 32",10.00-18.00; вых. Вс.,sef3@yandex.ru,,5,0,71,,,
4311,0,ЗОРИ КАВКАЗА ансамбль,,,"8.00-19.00; без пер. , вых.",,,5,0,75,,,
4343,0,АСПЛАСТ,362048,"ул. Первомайская, 34 а, офис №15","9.00-17.00; вых. Сб., Вс.",,,5,0,71,,,
4344,0,ПРОТЕК,362002,"ул. Чапаева, 3",9.00-18.00; вых. Вс.,,,5,0,71,,,
4347,0,АВТОПОДБОР ЭМАЛИ,362035,"ул. Леваневского, 264",9.00-18.00; Вс. 9.00-14.00,,,5,0,99,,,
4357,0,ДЕНЬ И НОЧЬ,362008,"просп. Коста, 103/ул. Гикало, 25",9.00-18.00; Сб. 9.00-14.00; вых. Вс.,,,6,0,71,,,
4359,0,HAPPY KIDS,362020,"просп. Коста, 201","10.00-19.00; без пер. , вых.",,,5,0,67,,,
4364,0,УЧЕБНИКИ магазин,362021,"ул. Иристонская, 13",9.00-20.00,,,5,0,67,,,
4368,0,АЛЮМПЛАСТ,362008,"ул. Ардонская, 184","9.00-18.00; без пер. ; вых. Сб., Вс.",alum-plast@yandex.ru,,5,0,71,,,
4376,0,ГРАНД-ОКНА,,"ул. Бр.Газдановых, 68",9.00-18.00; вых. Вс.,,,5,0,71,,,
4379,0,ПАРУС аптека,362039,"просп. Ген.Доватора, 254/1","8.00-23.00; без пер. , вых.",,,5,0,83,,,
4380,0,ЗАЛИЕВ ВЕТЕРИНАРНЫЙ КАБИНЕТ,362020,"ул. Островского, 9","8.00-19.00; без пер. , вых.; Сб., Вс. 8.00-14.00",,,5,0,83,,,
4514,0,QUADRO дизайн-студия,362031,"ул. Леонова, 2, 3 этаж","10.00-17.00; вых. Сб., Вс.",quadro777@yandex.ru,,5,0,67,,,
4521,0,ДЖУНГЛИ торговая база,,"ул. Тельмана, 72","9.00-20.00; без пер. , вых.",,,5,0,67,,,
4532,0,КАДГАРОН минимаркет,362027,"ул. Маркова, 20 а","9.00-23.00; без пер. , вых.",,,5,0,67,,,
4855,0,КИММЕРИ,362015,"ул. Бр.Темировых, 69","10.00-18.00; без пер. , вых.",,www.kavtorg.ru,6,0,71,,,
5224,0,ELSIE компьютерный салон,362040,"ул. Тамаева, 24","10.00-19.00; без пер. , вых.",,,6,0,67,,,
5230,0,PAVAROTTI,362027,"ул. Маркуса, 27",11.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
5233,0,ЧИСТЫЙ МИР магазин,,"ул. Маркуса, 23","10.00-20.00; без пер. , вых.",,,5,0,67,,,
5253,1369,СИР цех,362013,"ул. 7-я Промышленная, 3",9.00-19.00; вых. Вс.,,,5,0,71,,,
5358,0,OFFICE CLUB,362020,"просп. Коста, 217, 1 этаж","10.00-18.00; пер.  13.00-14.00; вых. Сб., Вс.","office-club@mail.ru, unn@bk.ru",,5,0,71,,,
5370,0,ГЕДЕОН РИХТЕР аптека,362025,"ул. Бородинская, 9","9.00-19.00; без пер. , вых.",,,5,0,83,,,
5371,0,ГЕЛИОС аптека,362008,"ул. Ген.Плиева, 30","8.00-20.00; без пер. , вых.; Вс. 10.00-20.00",,,5,0,83,,,
5373,0,ЭДЕЛЬВЕЙС,362035,"ул. Леваневского, 270","8.00-18.00; без пер. , вых.",,,5,0,83,,,
5512,1974,АПТЕЧНЫЙ ПУНКТ №3 ОТ АПТЕКИ №70,362043,"ул. Весенняя, 14, пол-ка №7","8.00-18.00; без пер. ; вых. Сб., Вс.",,,5,0,83,,,
5514,0,СОЮЗ сеть аптек,362025,"ул. Ватутина, 58","9.00-23.00; без пер. , вых.",,,5,0,83,,,
5850,0,ДЕРБЕНТ магазин,362008,"ул. Ген.Плиева, 35","9.00-19.00; без пер. , вых.",,,6,0,67,,,
5851,0,GLAMOUR NEXT магазин,362040,"ул. Ленина, 46",10.00-19.00; вых. Вс.,,,5,0,67,,,
5894,0,HI-TEC,362008,"ул. Ген.Плиева, 25","10.00-18.00; без пер. , вых.; Вс. 11.00-17.00",,www.твой-картридж.рф,5,0,67,,,
5924,0,АСИК супермаркет,362047,"ул. Московская, 50 а","9.00-22.00; без пер. , вых.",,,5,0,67,,,
6124,0,СТАТУС магазин,362040,"ул. Г.Баева, 23",10.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
6172,0,УПАКОВОЧНЫЕ МАТЕРИАЛЫ филиал,362035,"просп. Коста, 280","9.00-20.00; без пер. , вых.",,,6,0,71,,,
6188,0,МАГНУС магазин,362039,"ул. Галковского, 233",10.00-19.00; без пер. ; Сб. 10.00-17.00; вых. Вс.,,www.magnus.ru,5,0,67,,,
6193,0,САРМАТ магазин,,"ул. Гугкаева, 10",9.00-21.00,,,5,0,67,,,
6245,0,ПРО-МЕБЕЛЬ,362002,"пер. Партизанский, 2",10.00-18.00; вых. Вс.,,,7,0,71,,,
6248,0,DOREMI,362040,"ул. Кирова, 36","10.30-19.00; без пер. , вых.",doremi5@yandex.ru,www.doremi5.ru,5,0,67,,,
6261,0,ЦЕНТР-ОБУВЬ,362008,"ул. Ген.Плиева, 17, ЦУМ, 2 этаж","9.00-20.00; без пер. , вых.",,,5,0,67,,,
6263,0,СКИФ мебельная фабрика,362020,"ул. Галковского, 48",9.00-18.00; вых. Вс.,,,5,0,71,,,
6264,0,"+36,6 сеть аптек",362035,"ул. Леваневского, 270",круглосуточно,,,5,0,83,,,
6266,0,У ЗАИРЫ,362021,"ул. Пожарского, 12","10.00-19.00; Сб., Вс. 11.00-18.00",,,5,0,67,,,
6338,0,VIP-ОБУВЬ,362040,"ул. Миллера, 20/ул. Маяковского, 15","10.00-19.00; без пер. , вых.",,,6,0,67,,,
6344,0,ЗДОРОВЬЕ аптека,362045,"ул. Ген.Дзусова, 7/5","8.00-20.00; без пер. , вых.",,,5,0,83,,,
6345,6344,АПТЕКА ООО =ЗДОРОВЬЕ=,362035,"ул. Леваневского/просп. Коста, 273","8.00-21.00; без пер. , вых.",,,5,0,83,,,
6346,6344,АПТЕКА ООО =ЗДОРОВЬЕ=,,"ул. Барбашова, 37",круглосуточно,,,5,0,83,,,
6359,0,ПОДАРКИ,362035,"ул. Леваневского, 275, маг. =Гермес=","10.00-19.00; без пер. , вых.; Вс. 10.00-17.00",,,5,0,71,,,
6360,0,ГЕРМЕС МЕД,362025,"ул. Бородинская, 10","9.00-18.00; без пер. , вых.",,,5,0,83,,,
6364,0,ПОДШИПНИКИ,362021,"пер. Транспортный, 4","9.00-17.00; без пер. ; вых. Сб., Вс.",,,5,0,99,,,
6369,0,"+36,6 сеть аптек",362042,"ул. Иристонская, 45",круглосуточно,,,5,0,83,,,
6382,0,ЗОДИАК супермаркет,362047,"ул. Цоколаева, 8 а","9.00-23.00; без пер. , вых.",,,5,0,67,,,
6386,0,МИР ОБУВИ,362040,"ул. Ленина, 44","10.00-19.00; без пер. , вых.",mirobuvi@rambler.ru,,5,0,67,,,
6395,0,ЗОДИАК салон красоты,362047,"ул. Цоколаева, 8 а",10.00-19.00; без пер. ; вых. Вс.,,,6,0,83,,,
6398,0,VALENTINO салон оптики,362031,"просп. Коста, 251",10.00-18.00,,,5,0,83,,,
6408,0,БЕРЕЗКА магазин,362035,"ул. Московская, 33","8.00-20.00; без пер. , вых.",,,5,0,67,,,
6430,0,ЗАХХОН,362027,"ул. Ватутина, 63 а",8.00-18.00; без пер. ; вых. Вс.,,,5,0,99,,,
6431,0,ДИАЛОГ-ИНВЕСТ,362031,"ул. Московская, 3",9.00-18.00; вых. Вс.,dialog-servis@bk.ru,www.dialoginvest.lada.ru,5,0,99,,,
6433,0,ЛАДА автозапчасти,362048,"просп. Ген.Доватора, 2",9.00-19.00; вых. Вс.,,,6,0,99,,,
6434,0,АВТОЛЮКС,362048,"ул. Мичурина, 43 а","9.00-19.00; без пер. , вых.",,,6,0,99,,,
6457,0,ГОРИЗОНТ,362002,"ул. М.Горького, 58",9.00-18.00; вых. Вс.,,,5,0,71,,,
6464,0,ВЕТЕРИНАРНАЯ КЛИНИКА ДОКТОРА БИЦИЕВА,362002,"ул. Гоголя, 5","18.00-20.00; вых. Сб., Вс.",,,5,0,83,,,
6469,0,СТК-59 оконный цех,362008,"ул. Гадиева, 81 а",8.30-17.00; Сб. 9.00-13.00; вых. Вс.,stk-59@mail.ru,,7,0,71,,,
6474,0,ТЕНТОРИУМ,362025,"ул. Куйбышева, 21, ТЦ =Космос=, 0 этаж, маг.№23",11.00-18.00; без пер. ; вых. Вс.,,,5,0,83,,,
6475,0,ИМИДЖ салон красоты,362040,"ул. Куйбышева, 34","10.00-19.00; без пер. , вых.",,,5,0,83,,,
6482,0,СЛОН магазин,362019,"ул. Куйбышева, 100 б","8.00-22.00; без пер. , вых.",,,6,0,67,,,
6485,0,DEFILE,362027,"ул. Маркуса, 27",11.00-19.00; Сб. 11.00-18.00; вых. Вс.,,,5,0,67,,,
6486,0,РИО магазин,362040,"ул. Джанаева, 23","10.00-19.00; без пер. , вых.",,,6,0,67,,,
6488,0,AMORE,362040,"ул. Ленина, 61","11.00-19.00; без пер. , вых.",,,6,0,67,,,
6491,0,ОДИН+ интим-магазин,362040,"ул. Никитина, 18",10.00-19.00,sex-shop-alania@mail.ru,,6,0,67,,,
6493,0,ГАЛЕРЕЯ КРАСОТЫ ЕЛЕНЫ ЧЕБОТАРЕВОЙ,362003,"ул. Гугкаева, 65","8.00-20.00; без пер. , вых.",,,6,0,83,,,
6494,0,LE ROI салон красоты,362027,"ул. Маркуса, 31, маг. =Le Roi=","10.00-20.00; без пер. , вых.",,,5,0,83,,,
6498,0,МОДНЫЙ салон красоты,362040,"ул. Маяковского, 12",9.30-19.00,modnysalon@mail.ru,,6,0,83,,,
6520,0,АРФАН,362027,"ул. 3-я Промышленная, 3",9.00-18.00; пер.  12.00-13.00; вых. Вс.,,,5,0,71,,,
6523,0,ЭКОНОМ аптека,362031,"ул. Леонова, 3/1","8.00-21.00; без пер. , вых.",,,5,0,83,,,
6541,0,ЭЛЬФ магазин,362002,"ул. Кирова, 27","10.00-23.00; без пер. , вых.",,,5,0,67,,,
6544,0,АБСОЛЮТНЫЙ магазин,362045,"ул. А.Кесаева, 42","8.00-21.30; без пер. , вых.",,,5,0,67,,,
6545,0,СПЕКТР-Д,362043,"ул. Московская, 4",8.00-17.30; вых. Вс.,spektr-d-04@mail.ru,,5,0,67,,,
6551,0,ИТАЛМОДА,362040,"ул. Ленина, 55",12.00-20.00; вых. Вс.,,,5,0,67,,,
6554,1343,УПАКОВОЧНЫЕ МАТЕРИАЛЫ склад,362013,"ул. Тельмана, 72",10.00-17.00; Сб. 10.00-15.00; вых. Вс.,,,6,0,71,,,
6562,0,M-STUDIO,362027,"ул. Маркуса, 33",11.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
6566,0,ДАРЫ КУБАНИ магазин,362008,"ул. К.Маркса, 4","8.30-22.00; без пер. , вых.",,,5,0,67,,,
6584,0,РЕГИОН 15 автотовары,362043,"ул. Московская, 10",9.00-18.00; без пер. ; вых. Вс.,15region@inbox.ru,,5,0,99,,,
6597,0,DIGITAL технический центр,362025,"ул. Фрунзе, 10",10.00-17.00,,,6,0,67,,,
6599,0,DALI,,"ул. Леваневского, 277 а, ТЦ =Люкс=",9.00-18.00; Сб. 9.00-14.00; вых. Вс.,dali_salvador@inbox.ru,,5,0,71,,,
6608,1373,СОМ склад,362013,"ул. Тельмана, 72",9.00-18.00; пер.  13.00-14.00; Сб. 9.00-17.00; вых. Вс.,,,5,0,71,,,
6616,0,KENDA автошины,362020,"просп. Ген.Доватора, 65",9.00-18.00; вых. Вс.,,,5,0,67,,,
6618,0,МЕБЕЛЬ НА ЗАКАЗ,362027,"ул. Бр.Щукиных, 63/3",8.00-17.00; Сб. 8.00-13.00; вых. Вс.,,,5,0,71,,,
6619,0,НАШ ДОМ магазин,362021,"ул. Тельмана, 10",9.00-18.00; пер.  13.00-14.00; Сб. 9.00-16.00; вых. Вс.,,,5,0,71,,,
6625,0,ОКНОПАРК,362002,"ул. Х.Мамсурова, 36",9.00-18.00; вых. Вс.,,www.expert.poisk.ru,5,0,71,,,
6626,0,СПЕЦАВТОМАТИКА,362020,"ул. Калинина, 1",9.00-18.00; Сб. 9.00-14.00; вых. Вс.,,,7,0,71,,,
6635,0,ИКАР магазин,362008,"ул. Ардонская, 34",9.00-17.00; без пер. ; Сб. 9.00-13.00; вых. Вс.,,,7,0,71,,,
6637,0,ПЧЕЛКА стройцентр,362035,"ул. Пушкинская, 48","9.00-17.00; без пер. , вых.",,,5,0,71,,,
6640,0,ФАЛЛОЙ,362035,"ул. Леваневского, 277 а, р-к =Крытый=",10.00-17.00; вых. Вс.,,,5,0,71,,,
6645,0,WELCOME,362040,,,,www.welcome15.ru,7,0,71,,,
6651,0,МАГАЗИН №6,362025,"ул. Пушкинская, 43, р-к =Привоз=",9.00-18.00,,,6,0,71,,,
6654,0,МИР КРОВЛИ,362021,"ул. Тельмана, 16",9.00-18.00; вых. Вс.,,,5,0,71,,,
6657,0,КЛАССИК салон мебели,362048,"просп. Коста, 217","10.00-19.00; без пер. , вых.",klassik54@mail.ru,,5,0,71,,,
6658,0,КУХНИ МАРИЯ,362027,"просп. Ген.Доватора, 254 а",10.00-19.00; Сб. 10.00-18.00; вых. Вс.,,,5,0,71,,,
6659,0,УНН ХОЛДИНГ,362031,"ул. З.Калоева, 406",10.00-18.00; пер.  13.00-14.00; вых. Вс.,unn@bk.ru,,5,0,71,,,
6663,0,РЕГИОНСНАБ ТД,362035,"ул. Тургеневская, 368/ул. Краснодонская, 23",8.30-18.00; Сб. 8.30-14.00; вых. Вс.,,,5,0,71,,,
6666,0,БОРА-МЕБЕЛЬ,362013,"ул. 5-я Промышленная, 1",9.00-18.00; Сб. 9.00-15.00; вых. Вс.,,,7,0,71,,,
6667,0,ШКАФЫ-КУПЕ,362027,"Карцинское шоссе, 9","10.00-17.00; без пер. ; вых. Сб., Вс.",,,5,0,71,,,
6678,0,ВЕГА технический центр,362019,"ул. Шмулевича, 41",9.00-18.00; без пер. ; Сб. 9.00-13.00; вых. Вс.,,,5,0,67,,,
6680,0,КУБАНЬ ПАРКЕТ СЕРВИС,362015,"просп. Ген.Доватора, 88","9.00-18.00; Сб., Вс. 9.00-17.00",,www.паркет15.рф,7,0,71,,,
6692,0,НАШ сеть универсамов,362027,"ул. Ватутина, 100","9.00-23.00; без пер. , вых.",,,5,0,67,,,
6700,0,"ПРО-АКВА, ПОЛИТРОН",362025,"ул. Пушкинская, 43, р-к =Привоз=","9.00-18.00; без пер. , вых.",sanexpo@list.ru,,5,0,71,,,
6702,0,ФАРН фирма,362003,"ул. Гагкаева, 1 а, 2 этаж",10.00-18.00; Сб. 10.00-14.00; вых. Вс.,,,5,0,71,,,
6703,0,МЕРИДИАН турфирма,362040,"ул. Никитина, 16/ул. Миллера, 21, 2 этаж",9.00-19.00; вых. Вс.,,,7,0,83,,,
6705,0,ТАУЗА салон красоты,362043,"ул. А.Кесаева, 13","9.00-20.00; без пер. , вых.",,,5,0,83,,,
6714,0,ГЕПАРД студия,362031,,"12.00-19.00; без пер. , вых.",,,5,0,67,,,
6716,0,ТРИАЛ магазин,362002,"ул. Курская, 1",9.00-18.00; без пер. ; вых. Вс.,,www.sporttrial.ru,5,0,83,,,
6722,0,МАЛЫШ магазин,,"ул. Ген.Дзусова, 30/4","8.00-21.00; без пер. , вых.",,,5,0,67,,,
6730,0,EUROTIME часовой салон,362027,"ул. Маяковского, 31",10.00-19.00; Вс. 12.00-17.00,eurotime@rambler.ru,,6,0,67,,,
6731,0,BMW магазин,362002,"ул. Чкалова, 37",9.00-18.00; без пер. ; Сб. 9.00-17.00; вых. Вс.,bmwvladik@yandex.ru,,5,0,99,,,
6742,0,ОКНА ЛУЧ,362040,"просп. Коста, 268",9.00-18.00; вых. Вс.,,,5,0,71,,,
6747,0,МЕБЕЛЬНЫЙ САЛОН,362035,"ул. Весенняя, 32 а",10.00-19.00; без пер. ; вых. Вс.,,,5,0,71,,,
6750,0,ЭРМАКС,,,,,,5,0,71,,,
6772,0,ЗЕМЛЯНИЧНЫЙ ДЖЕМ,362040,"ул. Маяковского, 19",11.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
6774,0,ЭЛИКСИР аптека,362027,"ул. Маркова, 31","8.00-20.00; без пер. , вых.",,,5,0,83,,,
6777,0,JENAVI,362040,"просп. Мира, 12/29",11.00-20.00,,,6,0,67,,,
6785,0,GULLIVER,362015,"просп. Коста, 276","10.00-20.00; без пер. , вых.",,,6,0,67,,,
6788,0,МТС,362040,"ул. М.Горького, 11","8.00-20.00; без пер. , вых.",,,5,0,67,,,
6791,0,НИКС сеть компьютерных магазинов,362040,"ул. Куйбышева, 11",11.00-19.00; вых. Вс.,newcom2009@yandex.ru,,5,0,67,,,
6796,0,ПЕС И КОТ,362020,"ул. Островского, 9","10.00-17.00; без пер. , вых.",,,5,0,67,,,
6797,0,ЛАВАНДА магазин,362002,"ул. Августовских событий, 9","9.00-22.00; без пер. , вых.",,,5,0,67,,,
6803,0,МОНОЛИТ МЕБЕЛЬ мебельный салон,362039,"ул. Калинина, 64","9.00-19.00; Сб., Вс. 10.00-18.00",monolit-mebel@rambler.ru,,6,0,71,,,
6806,0,ВЕСНА аптека,362027,"ул. Кирова, 53",9.00-19.00; без пер. ; вых. Вс.,,,5,0,83,,,
6847,0,V-MEDIA,362020,"ул. Х.Мамсурова, 35","10.00-20.00; без пер. , вых.",,,5,0,67,,,
6852,0,МОДНЫЕ ДЕТИ,362040,"просп. Мира, 41/ул. Джанаева","10.00-19.00; без пер. , вых.",,,5,0,67,,,
6853,0,МАГНИТ магазин,362021,"ул. Тельмана, 25 а","9.30-21.00; без пер. , вых.",,,5,0,67,,,
6857,0,АРДЗ-ТУР,362002,"пер. Покровский, 2",10.00-17.00; вых. Вс.,,www.ardz-tur.ru,6,0,83,,,
6858,0,МИЛОРА,362008,"просп. Коста, 93, 1 этаж, каб.№112",10.00-18.00; Сб. 10.00-14.00; вых. Вс.,,,7,0,71,,,
6859,0,ФИШКА магазин,362008,"ул. Митькина, 28","8.00-20.00; Сб., Вс. 05.00-20.00",,,5,0,83,,,
6860,0,СОКОЛ,362027,"Карцинское шоссе, 9",9.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
6861,0,ОРИФЛЕЙМ,362003,"ул. К.Маркса, 39","Пн., Ср., Пт. 9.00-18.00; Вт., Чт., Сб. 14.00-18.00; вых. Вс.",,,5,0,83,,,
6863,0,СКАЗОЧНЫЙ МИР,362002,"ул. Чапаева, 3","10.00-19.00; без пер. , вых.",,,5,0,87,,,
6868,0,РАССВЕТ,362045,"ул. Маркуса, 51","9.00-19.00; без пер. , вых.",,,5,0,67,,,
6870,0,BATA магазин,362008,"ул. Ген.Плиева, 17, ЦУМ, 2 этаж","9.00-20.00; без пер. , вых.",,,6,0,67,,,
6877,0,ЛАВЕРНА,362002,"ул. Курская, 1",9.30-17.30; без пер. ; Сб. 10.00-15.00; вых. Вс.,,www.laverna-mebel.ru,7,0,71,,,
6883,0,КАНЦЛЕР магазин,362040,"ул. Г.Баева, 11","10.00-19.00; без пер. , вых.",,,5,0,71,,,
6884,0,АВЕНЮ магазин,362040,"ул. Ленина, 41",11.00-19.00,,,5,0,67,,,
6888,0,КАМЕЛИЯ салон красоты,362008,"ул. Гастелло, 100",10.00-19.00; вых. Пн.,,,5,0,83,,,
6889,6886,БУКИНИСТ книгоцентр,362027,"ул. Ростовская, 14",9.00-17.00; вых. Вс.,,,6,0,67,,,
6894,0,SOLO магазин,362040,"ул. Маяковского, 29",10.00-19.00; Вс. 11.00-18.00,,,5,0,67,,,
6896,0,СТРОЙСЕРВИС,362002,"Черменское шоссе, 1",9.00-17.00; без пер. ; Сб. 9.00-14.00; вых. Вс.,vpeikarov@mail.ru,,5,0,71,,,
6922,0,ДРУГИЕ ТКАНИ,362027,"ул. Никитина, 34",11.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
6929,0,GARDEROB,362027,"ул. Маркуса, 57","11.00-19.00; без пер. , вых.",,,5,0,67,,,
6930,0,МАГНИТ магазин,362031,"просп. Коста, 288/4","9.00-20.30; без пер. , вых.",,,5,0,67,,,
6935,0,DECOROLLA,362025,"ул. Ватутина, 39/41",10.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
6943,0,LUCROSO,362021,"ул. Ростовская, 25","9.00-20.00; без пер. , вых.",,,5,0,83,,,
6946,0,МАТРИЦА сеть салонов сотовой связи,362040,"ул. Миллера, 17",10.00-20.00,,,6,0,67,,,
6947,0,HIPERBOL магазин,362040,"ул. Ленина, 58","10.00-19.00; без пер. , вых.",,,5,0,67,,,
6949,0,BLACKGLAMA,362040,"ул. Маяковского, 30","10.00-19.00; без пер. , вых.",,,6,0,67,,,
6952,0,GLORY магазин,362027,"ул. Никитина, 34","10.00-20.00; без пер. , вых.",,,5,0,67,,,
6953,0,АЛАНА модный дом,362027,"ул. Революции, 55",10.00-19.00; без пер. ; вых. Вс.,,,5,0,67,,,
6955,0,555 FOR MAN,362040,"ул. Маяковского, 27","11.00-19.00; без пер. , вых.",,,5,0,67,,,
6956,0,ЭНЕЯ салон красоты,362002,"ул. Кирова, 21","9.00-21.00; без пер. , вых.",,,5,0,83,,,
6964,0,ШКОЛЬНАЯ ФОРМА магазин,362040,"ул. Никитина, 22",9.00-17.00; пер.  12.00-13.00; вых. Вс.,,,5,0,67,,,
6966,0,ГРАЦИЯ магазин,362027,"ул. Никитина, 35",11.00-19.00; Вс. 12.00-17.00,,,5,0,67,,,
6968,0,LADY DI магазин,362027,"ул. Революции, 51","11.00-19.00; без пер. , вых.",,,6,0,67,,,
6969,0,IDEAL магазин,362040,"ул. Маяковского, 26",11.00-19.00; Вс. 12.00-18.00,,,6,0,67,,,
6970,0,XXXL магазин,362040,"ул. Маяковского, 26 б",11.00-19.00; Вс. 12.00-17.00,,,5,0,67,,,
6977,0,БАТТЕРФЛЯЙ салон,362048,"ул. Первомайская, 44","9.00-19.00; без пер. , вых.",,,5,0,83,,,
6979,0,АРТЛАЙФ сервисный центр,362027,"ул. Л.Толстого, 55, офис №4","10.00-17.00; без пер. ; вых. Сб., Вс.",danadoeva@rambler.ru,www.artlife.com.ru,6,0,83,,,
6980,0,ИНДУСТРИЯ КРАСОТЫ,362025,"ул. М.Горького, 43",9.30-19.00; Вс. 9.30-18.00,,www.ind-k.ru,5,0,67,,,
6981,0,PRINCESS Z,362027,"ул. Маркуса, 39 а",10.00-19.00; без пер. ; вых.,,,5,0,67,,,
6982,0,ПРОФЕССИОНАЛ магазин,362027,"ул. Маркуса, 45",10.00-20.00; Вс. 11.00-18.00,,www.prof15.ru,6,0,67,,,
6986,0,ДОМАШНЯЯ КУХНЯ,362027,"ул. Маркуса, 41","9.00-20.00; без пер. , вых.",,,6,0,67,,,
7001,0,МАГНИТ магазин,,"ул. В.Абаева, 89",9.00-21.00,,,5,0,67,,,
7008,0,ОКНА ЛИДЕР,362002,"ул. Пожарского, 4",9.00-18.00; без пер. ; вых. Вс.,,,5,0,71,,,
7010,0,ВЫБОР,362045,просп. Ген.Доватора/ул. Дзержинского,9.00-18.00; вых. Вс.,,,5,0,71,,,
