"_id","ph_number","ph_owner","ph_org_id","ph_ownerFIO"
"99892","526766","склад","11036",""
"99893","526768","бухгалтерия","11036",""
"99894","89284939664","","7693",""
"99895","89284980359","","7693",""
"99896","997575","","10986",""
"99912","542756","","12585",""
"99916","927611","","3797",""
"99917","649980","","3797",""
"99923","530315","","8323",""
"99924","537481","","4247",""
"99927","530219","","3807",""
"99930","544899","","1652",""
"99931","445641","","1652",""
"99932","89188303246","","1652",""
"99933","89289885790","","1652",""
"99943","969454","","11666",""
"99979","954335","","12381",""
"99980","403639","","11446",""
"99981","89654986898","","11911",""
"99992","577252","","11382",""
"99993","571658","","11382",""
"99994","934554","","11426",""
"99995","89289283131","","11426",""
"99996","575552","","11877",""
"99997","616316","","13611",""
"100008","611222","","11794",""
"100009","921888","","11794",""
"100053","571110","","10862",""
"100054","579800","","10710",""
"100055","579811","","10710",""
"100065","539762","","9093",""
"100074","778182","","7569",""
"100077","403010","","12497",""
"100078","89188336666","","12497",""
"100103","546676","","8473",""
"100104","925073","","8473",""
"100105","540448","","13021",""
"100106","974130","","13021",""
"100139","540025","","13528",""
"100140","89280700160","","13528",""
"100145","543553","","3501",""
"100146","405426","","3501",""
"100147","541268","","8368",""
"100167","405452","","11244",""
"100168","282211","","13544",""
"100193","740913","","4344",""
"100202","748530","","6583",""
"100203","403356","","6583",""
"100204","767667","","9515",""
"100205","404500","","8453",""
"100206","404600","","8453",""
"100265","405205","","11613",""
"100266","404504","","11613",""
"100267","766853","","9667",""
"100295","89188269423","","13301",""
"100305","445151","","11141",""
"100311","89188296592","","13255",""
"100339","89604053231","","9891",""
"100343","89627475909","","13560",""
"100344","89627442280","","13560",""
"100345","404746","","11878",""
"100355","920804","","10744",""
"100356","910579","","10744",""
"100358","579615","","7466",""
"100359","445275","","7466",""
"100378","571658","","9616",""
"100379","618821","","9893",""
"100382","546759","","8793",""
"100390","956412","","13046",""
"100415","534562","","8414",""
"100421","532542","","8887",""
"100425","538888","","3806",""
"100426","505701","","9835",""
"100427","403914","","11304",""
"100431","649506","","6953",""
"100441","530324","","7817",""
"100442","545583","","3943",""
"100452","531066","","7939",""
"100457","969688","","12534",""
"100458","89188269688","","12534",""
"100459","970301","","12027",""
"100460","514009","","13058",""
"100474","241414","","8341",""
"100475","514408","","8341",""
"100489","955797","","9823",""
"100490","89289337663","","9823",""
"100508","541229","","13236",""
"100509","968949","","13236",""
"100510","89188308850","","13236",""
"100512","539183","","8423",""
"100513","945099","","8423",""
"100517","89280678038","","13475",""
"100531","532329","","2410",""
"100532","539096","","2410",""
"100545","444421","","8912",""
"100546","548277","","8994",""
"100547","538411","","3499",""
"100567","769844","","7769",""
"100587","533229","","9256",""
"100593","955903","","8111",""
"100594","89289289944","","8111",""
"100595","89094720966","","8111",""
"100603","89034838005","","11867",""
"100604","545356","","8792",""
"100608","250248","","11585",""
"100609","492039","","11585",""
"100616","914028","","11381",""
"100617","927289","","11381",""
"100630","254468","","4368",""
"100631","551466","","4368",""
"100653","549409","","13537",""
"100654","969409","","13537",""
"100702","89194240443","","11411",""
"100703","404908","","11411",""
"100704","923320","","11411",""
"100705","403505","","13128",""
"100706","700699","","12948",""
"100720","539473","магазин","3348",""
"100721","531108","экспертиза","3348",""
"100722","534087","сертификация продукции и услуг","3348",""
"100723","536910","сертификация продукции и услуг","3348",""
"100724","539151","бухгалтерия","3348",""
"100725","545552","","151",""
"100726","549509","","151",""
"100742","539131","","7300",""
"100743","89194217646","","13498",""
"100746","404588","","11555",""
"100773","519867","стол заказов","11600",""
"100774","89888335222","сервисный отдел","11600",""
"100779","744814","","11247",""
"100780","404883","","11247",""
"100782","89094776529","","11246",""
"100788","954219","","11091",""
"100789","89188254219","","11091",""
"100790","547467","","8443",""
"100792","989797","","12204",""
"100795","256565","","10946",""
"100796","89188306023","","10946",""
"100828","640208","","11400",""
"100829","641071","","9712",""
"100830","920074","","9712",""
"100838","544964","","7855",""
"100841","446568","","6637",""
"100842","492408","","6637",""
"100843","963666","","6637",""
"100848","515178","","6599",""
"100849","553444","","6599",""
"100856","89034838005","","9306",""
"100862","746379","","5373",""
"100866","89034841510","","13416",""
"100869","89897465555","","13628",""
"100879","563536","","9774",""
"100880","940880","","2889",""
"100886","649874","","8825",""
"100888","443437","","3724",""
"100892","282028","","13383",""
"100893","89888000090","","13383",""
"100897","89604054545","","9128",""
"100898","89284873780","","9260",""
"100899","89618253664","","9260",""
"100900","89280710534","","10779",""
"100901","402680","","12266",""
"100902","89286872020","","12266",""
"100903","987550","","9844",""
"100907","544930","","6884",""
"100909","544519","","9560",""
"100911","534909","","7236",""
"100927","539864","","9761",""
"100937","532292","","29",""
"100938","440404","","29",""
"100943","89284802425","","7790",""
"100952","649473","","7189",""
"100961","404900","","11817",""
"100965","240062","","11480",""
"100971","928088","","12474",""
"100975","537820","","4433",""
"100976","536531","","4433",""
"100978","499169","","9882",""
"100979","89014979169","","9882",""
"100992","544657","","11993",""
"100993","494959","","11993",""
"101000","443364","","7390",""
"101001","490986","","7390",""
"101002","89014970986","","7390",""
"101007","989377","","13266",""
"101008","501529","","13266",""
"101009","89187079797","","13266",""
"101010","89284984442","","13316",""
"101023","531074","","3034",""
"101033","767042","","6636",""
"101034","534161","","3783",""
"101046","533349","","1166",""
"101047","537307","","6774",""
"101048","993171","","12037",""
"101049","925653","","12037",""
"101064","446666","","11334",""
"101065","405848","","11334",""
"101066","998844","","11334",""
"101067","530808","","12144",""
"101080","89061888118","","13559",""
"101081","505819","","7366",""
"101097","543571","","6981",""
"101100","89188227213","","13445",""
"101101","982698","","9836",""
"101102","911391","","9836",""
"101103","544510","","11284",""
"101107","537993","","8543",""
"101117","505558","","1039",""
"101127","979252","","12344",""
"101128","89188256490","","13449",""
"101143","531043","","7259",""
"101156","501745","","6982",""
"101157","89188281268","","6982",""
"101158","535325","","255",""
"101159","540444","","3691",""
"101175","495549","","9476",""
"101176","89014975549","","9476",""
"101177","563400","","5233",""
"101178","505446","","3143",""
"101202","88005002510","","3141",""
"101203","538283","","3141",""
"101214","536022","","298",""
"101220","544400","","9259",""
"101240","546945","","8096",""
"101243","539558","","998",""
"101250","534108","","9748",""
"101251","89284902224","","13159",""
"101252","979066","","13159",""
"101261","89654986898","","13368",""
"101264","581667","","13536",""
"101265","89034835588","","13536",""
"101272","952556","","11919",""
"101273","89188252556","","11919",""
"101280","89289289898","","10527",""
"101284","241336","","8726",""
"101291","747062","","3256",""
"101312","442299","","7777",""
"101313","89289270440","","7777",""
"101335","749242","","6584",""
"101351","587894","","9861",""
"101352","89188259858","","9861",""
"101353","89286866396","","9861",""
"101354","742075","автосервис","10990",""
"101355","240723","автомагазин","10990",""
"101356","574614","","3668",""
"101368","89284949808","","3742",""
"101369","551627","","3742",""
"101411","402714","","6964",""
"101412","535375","","10067",""
"101419","762279","","8681",""
"101420","767247","","7081",""
"101421","89188223553","","11891",""
"101426","762502","","4106",""
"101439","532608","","8344",""
"101443","552924","","6436",""
"101444","989380","","6436",""
"101460","944999","","9041",""
"101461","89631795857","","9041",""
"101462","89094731466","","9041",""
"101463","919957","","9904",""
"101470","89188323600","","9887",""
"101471","496089","","12054",""
"101476","522503","","1012",""
"101501","465039","","12383",""
"101502","89888355616","","12383",""
"101507","973185","","12468",""
"101543","740370","","1622",""
"101546","768888","","10785",""
"101547","405404","","10785",""
"101548","986261","","13400",""
"101553","943933","","11245",""
"101554","89188243933","","11245",""
"101555","200011","","13538",""
"101558","466366","","13343",""
"101561","553233","","12028",""
"101562","404648","","12028",""
"101566","538563","","843",""
"101575","514500","","6663",""
"101576","768101","","6663",""
"101578","536176","","300",""
"101579","916556","","300",""
"101580","89888391675","","300",""
"101586","444919","","8245",""
"101587","89288579610","","8245",""
"101609","89194279314","","11208",""
"101610","402511","","823",""
"101611","563508","","823",""
"101612","89194270184","","12264",""
"101617","941516","","10774",""
"101618","496333","","10774",""
"101619","89014976333","","10774",""
"101649","259271","","1568",""
"101655","991591","","13635",""
"101662","89188369798","","13636",""
"101663","89188215402","","13636",""
"101670","89187017562","","13637",""
"101671","89280662694","","13637",""
"101677","89284878887","","13173",""
"101680","89284878787","","8980",""
"101685","936280","","13640",""
"101686","89054881889","","13640",""
"101704","257893","","13641",""
"101705","89188277792","","13641",""
"101786","533755","риэлторские услуги, ипотека","13230",""
"101787","89188239597","риэлторские услуги, ипотека","13230",""
"101788","89188239534","риэлторские услуги, ипотека","13230",""
"101789","89187044660","риэлторские услуги, ипотека","13230",""
"101790","89288631770","риэлторские услуги, ипотека","13230",""
"101791","548706","бух. и юр. услуги","13230",""
"101792","89888728427","бух. и юр. услуги","13230",""
"101793","89188250188","бух. и юр. услуги","13230",""
"101797","768047","директор","834",""
"101798","766897","бухгалтерия","834",""
"101799","89188236717","","834",""
"101800","89284926191","","834",""
"101804","404358","","10816",""
"101805","88002007352","","10816",""
"101806","534518","","877",""
"101807","88002007352","","877",""
"101826","280372","","11398",""
"101827","89284849165","","11398",""
"101830","539740","","13643",""
"101835","404477","","13308",""
"101844","758524","","3123",""
"101911","251967","зал юр. лиц","9146",""
"101912","251212","зал юр. лиц","9146",""
"101913","542499","факс","9146",""
"101918","745834","дежурный","4960",""
"101919","744103","дежурный","4960",""
"101920","749967","начальник","4960",""
"101921","756295","","7958",""
"101922","752024","","7958",""
"101928","89284967919","","12343",""
"101929","405501","","9790",""
"101930","953950","","9790",""
"101966","550669","","6384",""
"101967","550745","","6384",""
"102001","758218","бухгалтерия","3733",""
"102002","755138","проходная","3733",""
"102003","755808","проходная","3733",""
"102017","693049","","4758",""
"102026","641436","","6471",""
"102027","541151","","880",""
"102028","546494","","7412",""
"102029","538212","","7079",""
"102030","540339","","2008",""
"102031","542309","","2008",""
"102032","700555","","13216",""
"102036","465266","","13422",""
"102037","89288553348","","13422",""
"102038","88005051505","горячая линия","13422",""
"102043","528846","","10981",""
"102044","968772","","10981",""
"102045","777941","","9689",""
"102046","976677","","9689",""
"102047","89188239696","","9689",""
"102049","528343","","13166",""
"102052","511444","","12509",""
"102053","89097626640","","12509",""
"102054","975435","","8837",""
"102055","915942","","8837",""
"102062","444029","","6755",""
"102063","89286877584","","6755",""
"102064","403291","","13053",""
"102065","918050","","13053",""
"102066","280600","","13334",""
"102067","551339","","10984",""
"102068","976333","","10984",""
"102071","544530","","12205",""
"102072","583741","","12205",""
"102073","540474","","12205",""
"102075","543063","","12593",""
"102082","939696","","12045",""
"102083","516181","","12045",""
"102084","531850","","8794",""
"102085","933814","","12129",""
"102088","977540","","9329",""
"102089","89194244439","","9329",""
"102090","544508","","6248",""
"102091","89280651319","","13353",""
"102092","493232","","10855",""
"102093","498787","","10855",""
"102094","89188256226","","10855",""
"102095","968950","","12154",""
"102096","89188268950","","12154",""
"102099","959445","","13340",""
"102100","89188259445","","13340",""
"102101","943443","","7422",""
"102102","960066","","7422",""
"102104","998314","","13517",""
"102105","252109","","9095",""
"102106","548270","","11757",""
"102107","985695","","13100",""
"102108","89188767666","","13100",""
"102110","542554","","1935",""
"102111","547254","","1088",""
"102112","542648","","1088",""
"102113","544140","","5224",""
"102114","443658","","5224",""
"102116","89284879765","","13626",""
"102117","520597","","10567",""
"102118","22722","","10904",""
"102119","89280740888","","10904",""
"102120","22722","","10600",""
"102121","22022","","10600",""
"102122","89280740888","","10600",""
"102129","532278","","1154",""
"102130","700304","","1154",""
"102131","89284870022","","1154",""
"102132","525873","","7203",""
"102133","527405","","7203",""
"102134","240224","","10860",""
"102135","89187088337","","10860",""
"102136","984333","","6730",""
"102137","546725","","7137",""
"102138","531138","","9434",""
"102139","532109","","253",""
"102140","548136","","253",""
"102141","89284946560","","12337",""
"102144","466161","","11665",""
"102145","465768","","11665",""
"102147","89188298850","","13441",""
"102148","745862","","7572",""
"102149","441006","","7602",""
"102150","89289271160","","7602",""
"102151","541516","","9115",""
"102152","525015","","9364",""
"102153","493349","","9364",""
"102154","89014973349","","9364",""
"102155","89188244148","","13379",""
"102160","967131","","10794",""
"102161","89188267131","","10794",""
"102164","89194257505","","9907",""
"102165","89194292010","","9907",""
"102166","89194201436","","11332",""
"102167","985038","","9559",""
"102168","446334","","8675",""
"102169","955188","","8675",""
"102172","241280","","12940",""
"102173","89188276468","","12940",""
"102175","615161","","13622",""
"102176","615180","","13622",""
"102177","403340","","12429",""
"102178","971528","","13270",""
"102179","89284988141","","13270",""
"102180","745928","","9565",""
"102181","768755","","4291",""
"102182","250134","","9278",""
"102183","976125","","10690",""
"102184","944774","","10690",""
"102185","89187061815","","13551",""
"102188","254040","","11140",""
"102189","465252","","11140",""
"102190","917320","","9888",""
"102191","89188217320","","9888",""
"102192","912725","","9233",""
"102193","950605","","9233",""
"102194","492607","","13311",""
"102195","533116","","9736",""
"102198","948144","","11765",""
"102199","89094721910","","11765",""
"102200","649943","","9308",""
"102201","89284978771","","9308",""
"102202","970949","","11409",""
"102203","933113","","13151",""
"102204","920407","","10655",""
"102205","89064951499","","10655",""
"102206","89188234141","","9279",""
"102207","572269","","9507",""
"102208","572073","","9506",""
"102209","571050","","9506",""
"102210","572311","","9083",""
"102211","539026","","5851",""
"102212","923735","","9561",""
"102213","89188223735","","9561",""
"102214","441424","","10596",""
"102215","588064","","10596",""
"102216","402597","","10960",""
"102217","258911","","7805",""
"102218","89627474444","","7805",""
"102220","539222","","2407",""
"102221","89284878848","","13503",""
"102227","493838","","12956",""
"102228","403784","","11199",""
"102230","403850","","3284",""
"102235","929295","","10728",""
"102236","89188229295","","10728",""
"102238","250892","","12190",""
"102239","404102","","6785",""
"102240","448899","","12971",""
"102241","611014","","8472",""
"102242","953661","","11131",""
"102243","89188253661","","11131",""
"102244","531182","","11752",""
"102245","951291","","11752",""
"102249","89188279666","","9460",""
"102250","89284854112","","9460",""
"102255","973937","","12022",""
"102256","89054881820","","12022",""
"102257","529392","","3965",""
"102258","553285","","5894",""
"102260","403587","","11750",""
"102261","89280731843","","12026",""
"102262","531865","","8542",""
"102263","34118","","8554",""
"102264","501414","","12147",""
"102267","442631","магазин","8427",""
"102268","768523","офис","8427",""
"102269","540606","","9333",""
"102270","444548","","11122",""
"102271","442882","","11123",""
"102272","541414","","11123",""
"102273","23550","","13577",""
"102277","89888308800","","12137",""
"102279","89280677793","","8797",""
"102280","444832","","8797",""
"102281","89284925140","","6969",""
"102284","89288568848","","11910",""
"102286","89280652035","","13434",""
"102287","936161","","13002",""
"102288","89618233383","","12296",""
"102294","404606","","11937",""
"102295","537710","","9731",""
"102297","498444","","12285",""
"102298","404120","","12046",""
"102299","404125","","13283",""
"102300","969638","","10843",""
"102301","89888338042","","10843",""
"102302","444607","","3750",""
"102303","89194229060","","12476",""
"102304","519695","","9480",""
"102305","544133","","13201",""
"102306","89194292099","","13235",""
"102307","89289329893","","12085",""
"102309","89289329893","","12086",""
"102313","89604002060","","13645",""
"102316","552926","","12532",""
"102317","988386","","12532",""
"102318","986929","","11917",""
"102319","496010","","11368",""
"102320","89188283198","","11368",""
"102323","956795","","10739",""
"102324","89188256795","","10739",""
"102329","495649","","13557",""
"102330","89188284124","","13542",""
"102331","89891305530","","13542",""
"102332","89188284122","","13542",""
"102335","402559","","6777",""
"102336","89897430959","","13625",""
"102337","404130","","12047",""
"102338","989833","","9688",""
"102339","534956","","69",""
"102340","978439","","13013",""
"102341","941634","","13459",""
"102342","466162","","13084",""
"102343","403345","","12565",""
"102344","88007006040","","12565",""
"102346","492255","","13091",""
"102347","525991","","6616",""
"102348","523085","","6616",""
"102349","524053","","8785",""
"102350","89888349596","","8785",""
"102351","707037","","13327",""
"102352","707027","","13328",""
"102353","258776","","7685",""
"102356","548607","","8643",""
"102357","89188356085","","8643",""
"102358","89188356085","","11258",""
"102359","403826","","9192",""
"102360","948778","","13331",""
"102361","89188248778","","13331",""
"102363","404637","","12065",""
"102364","89288604637","","12065",""
"102365","89897404637","","12065",""
"102366","88005058585","звонок по РФ бесплатный","12065",""
"102367","405080","","10320",""
"102368","89034832222","","10320",""
"102369","441061","","11250",""
"102370","975555","","11250",""
"102371","440416","","246",""
"102372","491164","","8067",""
"102373","89014971164","","8067",""
"102378","925576","","10987",""
"102379","442554","","10987",""
"102380","505786","","11264",""
"102381","500009","","7348",""
"102382","524737","","7919",""
"102383","240991","","11177",""
"102384","924500","","11177",""
"102387","521198","","12104",""
"102388","527821","","6433",""
"102389","405700","","12230",""
"102390","501672","","8416",""
"102391","543086","","6968",""
"102392","936969","","12038",""
"102396","953777","","11163",""
"102397","445512","","11163",""
"102398","505407","","3802",""
"102399","500861","","3802",""
"102404","89289289600","","11728",""
"102405","443625","","9660",""
"102406","531094","","9345",""
"102407","928475","","9345",""
"102408","511741","","872",""
"102409","491142","","7650",""
"102412","256304","","9285",""
"102413","446336","","9864",""
"102414","259047","","7582",""
"102415","933844","","12116",""
"102416","89618254238","","9842",""
"102417","563632","","4286",""
"102419","553283","","13165",""
"102420","89284802311","","13510",""
"102421","956593","","13510",""
"102422","89284845660","","13510",""
"102423","35771","","7257",""
"102424","34929","","1619",""
"102425","610100","","9716",""
"102426","89888780100","","9716",""
"102427","526600","","9715",""
"102428","89034846600","","9715",""
"102430","441253","","6943",""
"102431","525641","","9730",""
"102432","89289282070","","9730",""
"102433","991415","","12192",""
"102434","491818","","12192",""
"102435","89014971818","","12192",""
"102436","89289307090","","13016",""
"102437","535400","","11125",""
"102438","442598","","11125",""
"102439","89891300385","","13385",""
"102440","442881","","13580",""
"102441","546584","","9669",""
"102442","89054887278","","9441",""
"102443","544745","","6562",""
"102444","932301","","12935",""
"102445","89188232301","","12935",""
"102446","769990","","9554",""
"102447","539445","","12035",""
"102450","492737","","13646",""
"102451","89014972737","","13646",""
"102464","496618","","13647",""
"102465","89284889163","","13647",""
"102466","89284889163","","13638",""
"102467","530576","","13598",""
"102468","89289336644","","13598",""
"102469","700101","","12580",""
"102470","89888380101","","12580",""
"102471","89286860011","","8799",""
"102472","89188202012","","11874",""
"102475","89188226802","","13448",""
"102476","440636","","10840",""
"102477","89188266084","","10840",""
"102478","531897","","9238",""
"102479","570570","легковое такси","11771",""
"102480","575575","легковое такси","11771",""
"102481","404545","легковое такси","11771",""
"102482","404400","легковое такси","11771",""
"102483","981111","грузовое такси","11771",""
"102484","89280733334","грузовое такси","11771",""
"102485","533349","","9242",""
"102489","995656","","13027",""
"102490","551277","","7652",""
"102491","521471","","7036",""
"102492","999005","","7036",""
"102493","89288574073","","11200",""
"102494","533694","","11201",""
"102495","492727","","10844",""
"102496","89014972727","","10844",""
"102500","89888792422","","13627",""
"102503","89094733888","","11915",""
"102504","89888784563","","11915",""
"102505","89094744888","","12173",""
"102506","534931","","37",""
"102507","490509","","3349",""
"102508","89014970509","","3349",""
"102509","501748","","2981",""
"102510","552777","","7075",""
"102511","403630","","13499",""
"102512","969798","","13499",""
"102513","89288555522","","13499",""
"102514","960010","","13642",""
"102515","492405","","13642",""
"102516","252826","","11584",""
"102517","542403","","11366",""
"102518","89188339284","","11366",""
"102521","255333","","13387",""
"102522","252825","","12511",""
"102523","981222","","10903",""
"102524","89888307600","","10903",""
"102525","89188281222","","10903",""
"102526","441033","","11649",""
"102527","405421","","12946",""
"102529","89284810132","","12075",""
"102530","89888347270","","8883",""
"102531","89194268729","","13355",""
"102532","89284832101","","13355",""
"102533","932520","","7820",""
"102534","89284923399","","7820",""
"102535","548929","","11008",""
"102536","89284909572","","11008",""
"102537","953456","","11825",""
"102540","519458","","3414",""
"102541","911037","","12223",""
"102542","969111","","12223",""
"102543","494888","","8407",""
"102544","89014974888","","8407",""
"102545","505769","","3886",""
"102546","770654","","11379",""
"102547","442487","","8770",""
"102548","89618213510","","8770",""
"102549","89194205079","","8770",""
"102550","995085","","13513",""
"102551","995086","","13513",""
"102552","983916","","11688",""
"102553","537467","","1266",""
"102556","405088","","9685",""
"102557","89284885088","","9685",""
"102558","952606","","9522",""
"102559","89034830202","","9522",""
"102560","89188208650","","8774",""
"102563","615158","","11828",""
"102564","89289347507","","11178",""
"102565","89288572343","","11178",""
"102570","552867","","5358",""
"102571","552868","","5358",""
"102574","89604032798","","13648",""
"102576","499738","","10847",""
"102577","89014979738","","10847",""
"102578","501710","","8447",""
"102579","404430","","12135",""
"102580","250000","","13582",""
"102581","89280740808","","13582",""
"102582","259043","","7935",""
"102583","300011","","13364",""
"102588","444366","","58",""
"102589","534119","","58",""
"102590","746226","","6264",""
"102591","444366","","6264",""
"102598","492648","","6369",""
"102599","444366","","6369",""
"102600","89014972648","","6369",""
"102601","570406","","9263",""
"102604","548585","","1836",""
"102605","533763","","1836",""
"102608","537747","","4099",""
"102609","588800","","9067",""
"102610","572821","","9067",""
"102611","449393","","13232",""
"102612","550760","","7681",""
"102613","500905","дежурная часть","4847",""
"102614","22322","дежурная часть","4847",""
"102620","552161","","11964",""
"102621","539398","","1387",""
"102622","539048","","1387",""
"102623","743916","","11370",""
"102626","528515","","10650",""
"102627","547018","","9735",""
"102628","440619","","9735",""
"102629","89034837733","","9735",""
"102630","535042","","10668",""
"102631","89604040021","","10668",""
"102640","573949","","12408",""
"102641","536522","","2416",""
"102642","89188237337","","13452",""
"102644","89627503873","","13649",""
"102645","572070","","7278",""
"102646","577337","","7278",""
"102647","465300","","13323",""
"102648","89034953300","","13323",""
"102649","89280736424","","11781",""
"102650","89280736400","","11781",""
"102652","576353","","3751",""
"102656","547359","","9062",""
"102657","404703","","11863",""
"102659","89188341722","","12458",""
"102660","539744","","12665",""
"102661","500100","","11130",""
"102662","516516","","3436",""
"102663","505300","","6955",""
"102664","539578","","9267",""
"102665","551201","","10692",""
"102666","527954","","4009",""
"102667","549938","","12348",""
"102668","547473","","12349",""
"102669","762756","","1359",""
"102670","762969","","1359",""
"102671","511540","","11045",""
"102672","240223","","1631",""
"102673","254457","","7433",""
"102685","971462","","11671",""
"102686","529787","","11671",""
"102687","89034844058","","11671",""
"102688","572819","","12980",""
"102689","940220","","11705",""
"102690","89188240220","","11705",""
"102691","501855","","11714",""
"102692","89188227718","","11714",""
"102695","89188282617","","13206",""
"102696","576631","","4299",""
"102697","981474","","11190",""
"102698","505787","","12481",""
"102699","990293","","9885",""
"102700","89188290293","","9885",""
"102701","539451","","1698",""
"102702","531484","","2435",""
"102703","443614","","8700",""
"102704","546889","","9653",""
"102705","546898","","9653",""
"102707","988158","","9769",""
"102708","534533","","6596",""
"102709","89188290293","","9374",""
"102710","89188229379","","9374",""
"102711","89280652668","","9743",""
"102712","89194215755","","9743",""
"102713","505146","","8943",""
"102714","442591","","8943",""
"102716","89604042454","","13045",""
"102717","441918","","3428",""
"102718","551918","","3428",""
"102719","492531","","12209",""
"102720","89014972531","","12209",""
"102721","89188392229","","13168",""
"102722","89194227513","","13496",""
"102725","89888755918","","12507",""
"102733","89888000550","","13650",""
"102735","89289333393","","9532",""
"102736","89888388020","","13406",""
"102737","617215","","10529",""
"102738","533889","","9911",""
"102739","910905","","9911",""
"102740","465040","","13562",""
"102741","548877","","7074",""
"102742","505705","","7938",""
"102743","649864","","6488",""
"102746","89289138878","","9803",""
"102747","89891331113","","13435",""
"102748","537387","","13435",""
"102749","253111","","7310",""
"102750","546170","","12510",""
"102751","999936","","12510",""
"102752","89888343966","","12510",""
"102753","541589","","11896",""
"102756","492549","","11188",""
"102757","89284927585","","11188",""
"102758","778571","","13623",""
"102761","778571","","7201",""
"102762","544530","","4157",""
"102763","583741","","4157",""
"102764","505167","","3116",""
"102765","494466","магазин","11661",""
"102766","493366","установка","11661",""
"102769","89284867555","","11168",""
"102770","543995","","8769",""
"102771","535748","","11222",""
"102772","89194285650","","10780",""
"102773","617172","","10817",""
"102774","545092","","28",""
"102778","998534","","9724",""
"102779","89888747801","","12531",""
"102780","551186","","12489",""
"102781","565807","","12155",""
"102782","979909","","12155",""
"102783","990506","","12155",""
"102784","490959","","11920",""
"102785","89014970959","","11920",""
"102786","762122","","9068",""
"102787","251025","","10874",""
"102788","542450","","8907",""
"102789","747479","","11535",""
"102791","570153","","10899",""
"102792","744542","","10900",""
"102793","970203","","10901",""
"102794","405250","","13515",""
"102795","404304","","12480",""
"102796","920417","","9804",""
"102797","403588","","9804",""
"102798","404808","","11322",""
"102799","530996","","7438",""
"102800","89188276040","","11194",""
"102804","89280718706","","13114",""
"102805","446016","","8302",""
"102806","525878","","9332",""
"102807","549487","","11489",""
"102808","89280678282","","11489",""
"102809","540465","","6949",""
"102810","89888399990","","13450",""
"102813","539275","","8933",""
"102814","444594","","6731",""
"102815","255253","","6731",""
"102816","89188273309","","3747",""
"102817","89289289750","","3747",""
"102818","441309","","3159",""
"102819","531946","","3159",""
"102820","89631785707","","9692",""
"102821","537131","","9405",""
"102822","937023","","13006",""
"102823","254420","","13305",""
"102824","89888766777","","10803",""
"102826","649400","","8047",""
"102827","618161","","11758",""
"102828","977332","","13469",""
"102829","89188277332","","13469",""
"102830","910354","","13485",""
"102831","89284969856","","13485",""
"102832","250205","","7885",""
"102833","89288644440","","7581",""
"102834","494732","","9739",""
"102835","89188277728","","13411",""
"102836","403322","","12639",""
"102865","987111","","13352",""
"102866","89188287111","","13352",""
"102868","402636","","11305",""
"102870","548384","","12036",""
"102871","443344","","3641",""
"102872","402628","","9694",""
"102873","402628","","13129",""
"102874","937545","","9890",""
"102875","89897419211","","13272",""
"102878","545002","","3645",""
"102879","544272","","1146",""
"102880","571632","","8743",""
"102881","536246","","3832",""
"102882","505394","","8760",""
"102883","571632","","8760",""
"102884","505429","","8744",""
"102885","446575","","10746",""
"102886","990734","","12294",""
"102889","749255","","8833",""
"102890","922992","","8833",""
"102891","89888360404","","13596",""
"102892","505783","","4294",""
"102893","536317","","12569",""
"102894","967374","","11220",""
"102895","404846","","11220",""
"102896","551224","","7877",""
"102897","89188359060","","7877",""
"102898","89034832919","","7877",""
"102899","89618223991","","13377",""
"102900","445002","","11192",""
"102901","747939","","8725",""
"102902","588255","","11858",""
"102903","89188328473","","11858",""
"102904","89288596714","","9257",""
"102905","929950","","11776",""
"102907","954659","","12502",""
"102908","548349","","12323",""
"102912","403300","","10709",""
"102913","403301","","10709",""
"102916","89064940945","","13302",""
"102917","766668","","11779",""
"102920","519707","база","4521",""
"102921","762874","бухгалтерия","4521",""
"102924","511773","","3121",""
"102925","517060","","3121",""
"102930","749244","","12076",""
"102931","524976","","8515",""
"102933","89034830635","","13257",""
"102934","89888377700","","13257",""
"102944","965623","","13354",""
"102945","254550","","2016",""
"102946","403132","","2016",""
"102951","977753","","13115",""
"102952","89280709333","","13115",""
"102956","968679","","9597",""
"102957","444336","","9597",""
"102959","257802","","1980",""
"102963","521849","","13335",""
"102964","89289389191","","13335",""
"102967","250792","","9629",""
"102968","929531","","9629",""
"102971","250756","","10738",""
"102972","89188336206","","10738",""
"102980","978884","","13436",""
"102981","89288578884","","13436",""
"102982","528493","","7554",""
"102983","89188289625","","7554",""
"102984","919896","","9543",""
"102985","539762","","9543",""
"102991","89284853444","","13443",""
"102997","967487","","10924",""
"102998","89188267487","","10924",""
"103002","252675","","7886",""
"103012","995369","","13265",""
"103013","89188295369","","13265",""
"103034","404800","","10514",""
"103048","967303","","13238",""
"103049","89094748174","","13238",""
"103050","240028","","6625",""
"103051","494900","","6625",""
"103052","257420","","3245",""
"103053","89284947775","","3245",""
"103054","492131","","9491",""
"103055","89014972131","","9491",""
"103056","491115","","13033",""
"103057","89014971115","","13033",""
"103058","952999","","12477",""
"103059","516545","","3711",""
"103060","89187088588","","3711",""
"103061","89188262874","","3711",""
"103063","257252","","4380",""
"103064","250060","","12174",""
"103073","89188324903","","11460",""
"103080","540947","председатель, приемная","334",""
"103081","532930","заместитель","334",""
"103082","548358","гл. бухгалтер","334",""
"103083","531682","отделы","334",""
"103084","546876","отделы","334",""
"103085","563080","отделы","334",""
