"_id","cat_name"
"4670","ЦВЕТЫ, ДЕКОРАТИВНЫЕ РАСТЕНИЯ – ПРОДАЖА"
"4680","ЦЕМЕНТ – ПРОДАЖА"
"4690","ЦЕННЫЕ БУМАГИ – ОПЕРАЦИИ, РЕЕСТРЫ"
"4700","ЧАЙ, КОФЕ – ПРОДАЖА"
"4710","ЧАСЫ – ПРОДАЖА "
"4730","ЧУЛОЧНО-НОСОЧНЫЕ ИЗДЕЛИЯ – ПРОИЗВОДСТВО"
"4750","ШКОЛЫ – ВЕЧЕРНИЕ"
"4751","ШКОЛЫ – ИНТЕРНАТЫ"
"4760","ШКОЛЫ – ИСКУССТВ"
"4761","ШКОЛЫ – ЛИЦЕИ"
"4770","ШКОЛЫ – МОДЕЛЕЙ"
"4780","ШКОЛЫ – МУЗЫКАЛЬНЫЕ"
"4790","ШКОЛЫ – ОБЩЕОБРАЗОВАТЕЛЬНЫЕ "
"4800","ШКОЛЫ – СПЕЦИАЛИЗИРОВАННЫЕ"
"4810","ШКОЛЫ – СПОРТИВНЫЕ"
"4820","ШКОЛЫ – ХУДОЖЕСТВЕННЫЕ"
"4830","ШКОЛЫ – ЧАСТНЫЕ"
"4840","ЭВАКУАЦИЯ ТРАНСПОРТА"
"4850","ЭКОЛОГИЧЕСКИЕ ОРГАНИЗАЦИИ – ОХРАНА ОКРУЖАЮЩЕЙ СРЕДЫ"
"4880","ЭЛЕКТРОМОНТАЖНЫЕ И ЭЛЕКТРОТЕХНИЧЕСКИЕ РАБОТЫ"
"4900","ЭЛЕКТРОСНАБЖЕНИЕ "
"4910","ЭЛЕКТРОТОВАРЫ – ПРОДАЖА "
"4920","ЭНЕРГЕТИКА – СТРОИТЕЛЬСТВО, ОБСЛУЖИВАНИЕ ОБЪЕКТОВ"
"4930","ЮВЕЛИРНЫЕ ИЗДЕЛИЯ – ИЗГОТОВЛЕНИЕ, РЕМОНТ"
"4940","ЮВЕЛИРНЫЕ ИЗДЕЛИЯ – ПРОДАЖА "
"4950","ЮРИДИЧЕСКИЕ КОНСУЛЬТАЦИИ И УСЛУГИ"
"4952","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ГЛАВА РСО-АЛАНИЯ"
"4953","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРАВИТЕЛЬСТВО РСО-АЛАНИЯ"
"4954","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПАРЛАМЕНТ РСО-АЛАНИЯ"
"4955","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИЯ Г.ВЛАДИКАВКАЗА"
"4956","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИИ МУНИЦИПАЛЬНЫХ ОКРУГОВ Г.ВЛАДИКАВКАЗ"
"4957","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИИ РАЙОНОВ РСО-А"
"4958","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АГЕНТСТВА"
"4959","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АРХИВЫ"
"4960","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ВОЕНКОМАТЫ, ВОИНСКИЕ ЧАСТИ, КОМЕНДАТУРЫ"
"4963","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ИНСПЕКЦИИ"
"4964","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - КОМИССИИ"
"4965","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - КОМИТЕТЫ"
"4966","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - МИНИСТЕРСТВА"
"4967","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПОЛИЦИЯ – МВД"
"4968","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПАЛАТЫ"
"4969","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРЕДСТАВИТЕЛЬСТВА"
"4970","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРОКУРАТУРЫ"
"4971","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРОФСОЮЗНЫЕ ОРГАНИЗАЦИИ"
"4972","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - СЛУЖБЫ"
"4973","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - СУДЫ"
"4974","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - УПРАВЛЕНИЯ"
"4975","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ФОНДЫ"
"4976","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ЦЕНТРЫ"
"4977","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ДРУГИЕ ОФИЦИАЛЬНЫЕ ОРГАНЫ"
"4978","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ТАМОЖНЯ"
"4984","НАТЯЖНЫЕ ПОТОЛКИ – ИЗГОТОВЛЕНИЕ, УСТАНОВКА"
"4985","ДЕТСКИЕ РАЗВЛЕКАТЕЛЬНЫЕ ЦЕНТРЫ"
"4991","ТОНИРОВКА ОКОН"
"4994","СВАДЕБНЫЕ ПРИНАДЛЕЖНОСТИ, АКСЕССУАРЫ – ПРОДАЖА, ПРОКАТ"
"5000","АВИАГРУЗОПЕРЕВОЗКИ"
"5002","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – ПОЛИЦИЯ – ГИБДД"
"5003","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – ПОЛИЦИЯ – ОВД"
"5004","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – ПОЛИЦИЯ – ВНЕВЕДОМСТВЕННАЯ ОХРАНА"
"5005","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – НАЛОГОВЫЕ СЛУЖБЫ"
"5007","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – МИГРАЦИОННЫЕ СЛУЖБЫ"
"5008","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – МЧС"
"5009","БАНКОМАТЫ"
