"_id","org_name","org_http","org_email","org_cache_mode","org_parent_id","org_cache_address","org_address_index","org_address_region","org_address_district","org_address_city","org_address_street","org_address_building","org_address_corp","org_address_street2","org_address_building2","org_address_corp2","org_address_other","org_address_x","org_address_y","org_small_name"
"1792","БАЛЦ-КОНСУЛЬТАНТ ПЛЮС центр правовой и экономической информации","www.consultant15.ru","","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, ул. Никитина 22 3 этаж, офис №18","362020","1","0","1","186","22","","0","","","3 этаж, офис №18","43.033608","44.680924","балц-консультант плюс центр правовой и экономической информации"
"1795","ЦЕНТР НЕЗАВИСИМОЙ ФИНАНСОВОЙ ЭКСПЕРТИЗЫ","","","10 - 17 вых.: сб. вс. ","0","г. Владикавказ, ул. Димитрова 2 2 этаж","362040","1","0","1","212","2","","0","","","2 этаж","43.023694","44.683268","центр независимой финансовой экспертизы"
"1796","АУДИТОР-С","","","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 1 каб.№9","362040","1","0","1","180","1","","0","","","каб.№9","43.024285","44.680777","аудитор-с"
"1797","ИРИНФОРМ информационное агентство","","","09 - 22 ","0","г. Владикавказ, пр-т. Мира 10 ","362040","1","0","1","180","10","","0","","","","43.028672","44.681113","иринформ информационное агентство"
"1798","ЭРА рекламное агентство","","eravlad@rambler.ru","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. Цаликова 4 ","362021","1","0","1","89","4","","0","","","","43.052755","44.673817","эра рекламное агентство"
"1799","СИМВОЛ рекламное агентство","","simvolos@yandex.ru","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Августовских событий 54 ","362002","1","0","1","154","54","","0","","","","43.043187","44.673564","символ рекламное агентство"
"1801","АБРИКОС рекламное агентство","www.abrikos.ru","info@abrikos.ru","08:30 - 17:30 вых.: сб. вс. ","0","г. Владикавказ, ул. Московская 8 ","362021","1","0","1","13","8","","0","","","","43.058924","44.647484","абрикос рекламное агентство"
"1802","ЗЕБРА рекламное агентство","","","09:30 - 18:00 вых.: вс. ","0","г. Владикавказ, ул. Тамаева 35 ","362027","1","0","1","170","35","","0","","","","43.033607","44.684549","зебра рекламное агентство"
"1804","КАКАДУ рекламное агентство","","ra-kakadu@yandex.ru","пн. - пт. 10 - 18 сб. 10 - 14 вых.: вс. ","0","г. Владикавказ, ул. Тамаева 35 ","362048","1","0","1","170","35","","0","","","","43.033612","44.684532","какаду рекламное агентство"
"1805","ПОЛИПРИНТ","","533293@mail.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 53 2 этаж","362040","1","0","1","180","53","","0","","","2 этаж","43.033972","44.679578","полипринт"
"1806","УНН холдинг-компания","","unn@bk.ru","10 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Коста 217 ","362020","1","0","1","15","217","","0","","","","43.036727","44.662758","унн холдинг-компания"
"1810","ОТДЕЛ АДРЕСНО-СПРАВОЧНОЙ РАБОТЫ","","","09 - 18 пер.: 13 - 14 вых.: вс. ","541","г. Владикавказ, ул. Ленина 10 ","362040","1","0","1","295","10","","0","","","","43.027178","44.683124","отдел адресно-справочной работы"
"1812","ДОВЕРИЕ психологический центр диагностики и консультирования","www.c-doverie.ru","doverie@globalalania.ru","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Ген.Доватора 43/1 ","362048","1","0","1","4","43/1","","0","","","","43.02498","44.653357","доверие психологический центр диагностики и консультирования"
"1813","ALCOMS","www.alcoms.ru","","10 - 18 ","0","г. Владикавказ, ул. Куйбышева 8 ","362020","1","0","1","192","8","","0","","","","43.030507","44.682026","alcoms"
"1818","DHL ЭКСПРЕСС","www.dhl.ru","dhl@alania.net","пн. - пт. 09 - 18 сб. 09 - 14 вых.: вс. ","0","г. Владикавказ, пр-т. Коста 243 ","362008","1","0","1","15","243","","0","","","","43.048768","44.6553","dhl экспресс"
"1819","ТЕЛЕГРАФ ВЛАДИКАВКАЗСКИЙ","","","08 - 17 пер.: 12 - 13 вых.: сб. вс. ","602","г. Владикавказ, ул. М.Горького 14 ","","1","0","1","196","14","","0","","","","43.028173","44.68177","телеграф владикавказский"
"1821","ЦЕНТР ПО ПРОФИЛАКТИКЕ И БОРЬБЕ СО СПИД И ИНФЕКЦИОННЫМИ ЗАБОЛЕВАНИЯМИ РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","09:00 - 16:15 вых.: вс. ","0","г. Владикавказ, ул. Кирова 51 ","362027","1","0","1","105","51","","0","","","","43.035796","44.685888","центр по профилактике и борьбе со спид и инфекционными заболеваниями республиканский мз рсо-а"
"1822","АПТЕКИ РАЙОННЫЕ =ФАРМАЦИЯ=","","","","0","","","0","0","0","0","","","0","","","","0.0","0.0","аптеки районные =фармация="
"1823","НОВА ВИТА аптека","","","09 - 20 ","0","г. Владикавказ, ул. Ватутина 47 ","362025","1","0","1","199","47","","0","","","","43.031126","44.68994","нова вита аптека"
"1824","РЖАЧНЫЕ ШТУЧКИ","","","11 - 18 вых.: пн. вс. ","0","г. Владикавказ, ул. М.Горького 7 ","","1","0","1","196","7","","0","","","","43.02799","44.679073","ржачные штучки"
"1826","ТЕХОСМОТР","www.вт-центр.рф","","пн. - пт. 08:30 - 17:30 сб. 08:30 - 14:00 вых.: вс. ","0","г. Владикавказ, ул. Барбашова 49/2 ","362048","1","0","1","98","49/2","","0","","","","43.024653","44.650293","техосмотр"
"1828","ЧАЙКА аптека","","","08 - 21 ","0","г. Владикавказ, пр-т. Коста 258 ","362035","1","0","1","15","258","","0","","","","43.04502","44.658952","чайка аптека"
"1830","ВИТА аптека","","","пн. - пт. 08 - 22 сб. вс. 08 - 20 ","0","г. Владикавказ, ул. Иристонская 25 ","362021","1","0","1","46","25","","0","","","","43.060631","44.664591","вита аптека"
"1832","ГЕЛИОС аптечная сеть","","","круглосуточно","0","г. Владикавказ, пр-т. Коста 270 ","362031","1","0","1","15","270","","0","","","","43.0482","44.65659","гелиос аптечная сеть"
"1836","+ДНК филиал","","apteka_dnk@mail.ru","круглосуточно","0","г. Владикавказ, ул. Куйбышева 1 ","362040","1","0","1","192","1","","0","","","","43.030687","44.681004","+днк филиал"
"1838","МЕДИОФАРМ","","mediofarm@inbox.ru","08:00 - 20:30 ","0","г. Владикавказ, ул. Джанаева 17 ","362040","1","0","1","183","17","","0","","","","43.032659","44.679589","медиофарм"
"1840","НАДЕЖДА аптека","www.nadejda-ortofarm.ru","","пн. - пт. 09 - 20 сб. вс. 10 - 19 ","0","г. Владикавказ, ул. Кирова 62 ","362027","1","0","1","105","62","","0","","","","43.035321","44.685516","надежда аптека"
"1841","ОС-ФАРМ аптека","","","09 - 23 ","0","г. Владикавказ, ул. Маркуса 59 ","362027","1","0","1","3","59","","0","","","","43.038577","44.682189","ос-фарм аптека"
"1842","СИВИЛЛА","www.sivillfarm.ru","sivillafarm@yandex.ru","08 - 23 ","0","г. Владикавказ, пр-т. Коста 260 ","362031","1","0","1","15","260","","0","","","","43.045294","44.658385","сивилла"
"1843","ФОРТУНА аптека","","fortunaapt@mail.ru","круглосуточно","0","г. Владикавказ, пр-т. Ген.Доватора 22 ","362048","1","0","1","4","22","","0","","","","43.023646","44.656703","фортуна аптека"
"1847","СТАРЫЙ ЛЕКАРЬ аптека","","","круглосуточно","0","г. Владикавказ, пр-т. Коста 193 ","362003","1","0","1","15","193","","0","","","","43.031028","44.666802","старый лекарь аптека"
"1855","МАГАЗИН №4","","","08 - 21 ","0","Дигорский р-н, г. Дигора, ул. Кокиева 3 ","","1","7","36","600","3","","0","","","","0.0","0.0","магазин №4"
"1857","ЭДЕЛЬВЕЙС аптека","","","пн. - пт. 08 - 19 сб. вс. 09 - 18 ","0","Правобережный р-н, г. Беслан, ул. Ленина 2 ","","1","2","28","474","2","","0","","","","0.0","0.0","эдельвейс аптека"
"1863","АПТЕКА №1","","","круглосуточно","0","г. Владикавказ, пр-т. Мира 40 ","362040","1","0","1","180","40","","0","","","","43.032267","44.680546","аптека №1"
"1864","АПТЕКА №17 =ФАРМАЦИЯ=","","","пн. - пт. 08 - 21 сб. 08 - 20 ","0","г. Владикавказ, ул. Куйбышева 56 ","362025","1","0","1","192","56","","0","","","","43.031757","44.69111","аптека №17 =фармация="
"1868","АПТЕКА №3 =ФАРМАЦИЯ=","","","08 - 22 ","0","г. Владикавказ, пр-т. Мира 17 ","362040","1","0","1","180","17","","0","","","","43.028268","44.68045","аптека №3 =фармация="
"1869","АПТЕКА №36 =ФАРМАЦИЯ=","","","круглосуточно","0","г. Владикавказ, пр-т. Коста 276 ","362031","1","0","1","15","276","","0","","","","43.050094","44.655443","аптека №36 =фармация="
"1875","НАДЕЖДА аптека","","hopefarm@mail.ru","пн. - пт. 09 - 20 сб. вс. 10 - 19 ","0","г. Владикавказ, ул. Чкалова 10 ","362002","1","0","1","174","10","","0","","","","43.041331","44.673257","надежда аптека"
"1876","АПТЕКА №49 =ФАРМАЦИЯ=","","","круглосуточно","0","г. Владикавказ, ул. Пожарского 4 15 ","362021","1","0","1","62","4","15","0","","","","43.058228","44.664602","аптека №49 =фармация="
"1877","АПТЕКА №5 =ФАРМАЦИЯ=","","","круглосуточно","0","г. Владикавказ, ул. Владикавказская 19 ","362043","1","0","1","7","19","","0","","","","43.04632","44.633358","аптека №5 =фармация="
"1878","АПТЕКА №51 =ФАРМАЦИЯ=","","","08 - 22 ","0","г. Владикавказ, ул. В.Абаева 87 1 ","362007","1","0","1","132","87","1","0","","","","43.00013","44.686152","аптека №51 =фармация="
"1879","АПТЕКА №6 =ФАРМАЦИЯ=","","","пн. - пт. 09 - 18 сб. 09 - 13 вых.: вс. ","0","пос. Заводской, ул. Кооперативная 19 а ","362910","1","0","162","944","19 а","","0","","","","0.0","0.0","аптека №6 =фармация="
"1880","АПТЕКА №61 =ФАРМАЦИЯ=","","","09 - 20 вых.: вс. ","0","г. Владикавказ, ул. Защитников Осетии 20 1 ","","1","0","1","381","20","1","0","","","","42.976169","44.68653","аптека №61 =фармация="
"1881","ФАРМЛЮКС","","","09 - 19 ","0","г. Владикавказ, пр-т. Коста 40 ","362015","1","0","1","15","40","","0","","","","43.010808","44.676312","фармлюкс"
"1882","АПТЕКА №69 =ФАРМАЦИЯ=","","","пн. - пт. 08 - 20 сб. вс. 09 - 17 ","0","г. Владикавказ, ул. Тельмана 12 ","362021","1","0","1","67","12","","0","","","","43.050715","44.671673","аптека №69 =фармация="
"1885","АПТЕКА №70 =ФАРМАЦИЯ=","","","08 - 21 ","0","г. Владикавказ, ул. Московская 45 ","362039","1","0","1","13","45","","0","","","","43.047746","44.641784","аптека №70 =фармация="
"1891","ОПТИКА, аптека №82 =ФАРМАЦИЯ=","","farm 82@list.ru","пн. - сб. 08 - 22 вс. 09 - 20 ","0","г. Владикавказ, пр-т. Ген.Доватора 21 ","362048","1","0","1","4","21","","0","","","","43.019794","44.658128","оптика, аптека №82 =фармация="
"1893","АПТЕКА","","","08 - 21 ","0","г. Владикавказ, ул. Куйбышева 48 ","362025","1","0","1","192","48","","0","","","","43.031793","44.689445","аптека"
"1894","ПЕРВОМАЙСКАЯ сеть аптек","","","08 - 22 ","0","г. Владикавказ, пр-т. Ген.Доватора 23 ","362048","1","0","1","4","23","","0","","","","43.020666","44.657399","первомайская сеть аптек"
"1896","ГЕРОНТОЛОГИЧЕСКИЙ ЦЕНТР РЕСПУБЛИКАНСКИЙ","","","08 - 16 вых.: вс. ","0","г. Владикавказ, ул. Комсомольская 40 ","362007","1","0","1","224","40","","0","","","","43.020686","44.693555","геронтологический центр республиканский"
"1897","ВОЕННЫЙ ГОСПИТАЛЬ","","vladikavkaz.gospital@mail.ru","круглосуточно","0","г. Владикавказ, ул. Церетели 6 ","362040","1","0","1","204","6","","0","","","","43.024322","44.685499","военный госпиталь"
"1898","КЛИНИЧЕСКАЯ БОЛЬНИЦА СОГМА","","","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Титова 11 ","362027","1","0","1","171","11","","0","","","","43.040988","44.681122","клиническая больница согма"
"1899","ЭНДОКРИНОЛОГИЧЕСКИЙ ДИСПАНСЕР РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","08 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Ген.Доватора 22 ","362027","1","0","1","4","22","","0","","","","43.023651","44.656713","эндокринологический диспансер республиканский мз рсо-а"
"1900","ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА РЕСПУБЛИКАНСКАЯ МЗ РСО-А","","","09 - 17 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Барбашова 33 ","362003","1","0","1","98","33","","0","","","","43.027774","44.659106","детская клиническая больница республиканская мз рсо-а"
"1901","КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ ПОМОЩИ (КБСП)","","","","0","г. Владикавказ, ул. Иристонская 45 ","362013","1","0","1","46","45","","0","","","","43.067687","44.6615","клиническая больница скорой помощи (кбсп)"
"1902","ПОЛИКЛИНИКА МВД (МЕДИЦИНСКИЙ ОТДЕЛ МВД РСО-А)","","","08 - 18 вых.: сб. вс. ","0","г. Владикавказ, пер. Музейный 1 ","362040","1","0","1","631","1","","0","","","","43.025338","44.685696","поликлиника мвд (медицинский отдел мвд рсо-а)"
"1903","КЛИНИЧЕСКАЯ БОЛЬНИЦА РЕСПУБЛИКАНСКАЯ МЗ РСО-А (РКБ)","","","круглосуточно","0","г. Владикавказ, ул. Барбашова 39 ","362003","1","0","1","98","39","","0","","","","43.026609","44.655174","клиническая больница республиканская мз рсо-а (ркб)"
"1904","ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА РЕСПУБЛИКАНСКАЯ МЗ РСО-А","","","08:30 - 16:30 вых.: сб. вс. ","0","г. Владикавказ, ш. Московское 6 ","362043","1","0","1","92","6","","0","","","","0.0","0.0","психиатрическая больница республиканская мз рсо-а"
"1905","ЦЕНТР ОКАЗАНИЯ ПУЛЬМОНОЛОГИЧЕСКОЙ ПОМОЩИ РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","09 - 18 ","0","Алагирский р-н, пос. Верхний Фиагдон, ул. Дзитиева 1 ","363203","1","5","19","552","1","","0","","","","0.0","0.0","центр оказания пульмонологической помощи республиканский мз рсо-а"
"1906","ЦЕНТР ВОССТАНОВИТЕЛЬНОЙ МЕДИЦИНЫ И РЕАБИЛИТАЦИИ МЗ РСО-А","","","","0","г. Владикавказ, ул. Маркуса 10-12 ","362027","1","0","1","3","10-12","","0","","","","43.032587","44.684208","центр восстановительной медицины и реабилитации мз рсо-а"
"1907","АЛАГИРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","08 - 17 вых.: вс. ","0","Алагирский р-н, г. Алагир, ул. Островского 38 ","","1","5","20","455","38","","0","","","","0.0","0.0","алагирская центральная районная больница"
"1908","АРДОНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","08:30 - 16:00 вых.: сб. вс. ","0","Ардонский р-н, г. Ардон, ул. Советов 47 ","","1","6","21","296","47","","0","","","","0.0","0.0","ардонская центральная районная больница"
"1909","ИРАФСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","","0","Ирафский р-н, с. Чикола, ул. Арсагова 25 ","","1","8","25","373","25","","0","","","","0.0","0.0","ирафская центральная районная больница"
"1910","КИРОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","","0","Кировский р-н, с. Эльхотово, ул. Кирова 177 ","","1","3","2","344","177","","0","","","","0.0","0.0","кировская центральная районная больница"
"1911","МОЗДОКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","","0","Моздокский р-н, г. Моздок, ул. Мира 2 ","363758","1","4","29","332","2","","0","","","","0.0","0.0","моздокская центральная районная больница"
"1912","ПРАВОБЕРЕЖНАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА","","","","0","Правобережный р-н, г. Беслан, ул. Коминтерна 12 ","362020","1","2","28","341","12","","0","","","","0.0","0.0","правобережная центральная районная клиническая больница"
"1913","ПРИГОРОДНАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","08 - 17 пер.: 13 - 14 вых.: сб. вс. ","0","Пригородный р-н, с. Октябрьское, ул. Пушкина 2 ","","1","1","30","595","2","","0","","","","0.0","0.0","пригородная центральная районная больница"
"1915","ВЛАДИКАВКАЗСКАЯ ГОРОДСКАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ ПО БОРЬБЕ С БОЛЕЗНЯМИ ЖИВОТНЫХ","","","09 - 17 пер.: 13 - 14 вых.: сб. вс. ","4964","г. Владикавказ, ул. Калинина 25 ","362020","1","0","1","10","25","","0","","","","43.041266","44.652027","владикавказская городская ветеринарная станция по борьбе с болезнями животных"
"1916","ВЕТЕРИНАРНАЯ ЛАБОРАТОРИЯ РЕСПУБЛИКАНСКАЯ","","vetlab-nso@mail.ru","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, ул. Садонская 19 ","362042","1","0","1","64","19","","0","","","","43.071606","44.663221","ветеринарная лаборатория республиканская"
"1917","ДЕТСКАЯ МОЛОЧНАЯ КУХНЯ ГОРОДСКАЯ","","","04 - 17 ","0","г. Владикавказ, ул. Леваневского 266 ","362035","1","0","1","28","266","","0","","","","43.051986","44.648161","детская молочная кухня городская"
"1918","ДЕТСКАЯ МОЛОЧНАЯ КУХНЯ","","","08 - 15 вых.: вс. ","0","Правобережный р-н, г. Беслан, ул. Ген.Плиева 8 ","","1","2","28","334","8","","0","","","","0.0","0.0","детская молочная кухня"
"1919","ВРАЧЕБНО-ФИЗКУЛЬТУРНЫЙ ДИСПАНСЕР РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","rvfd2009@mail.ru","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, ул. Шмулевича 4 ","362019","1","0","1","229","4","","0","","","","43.024266","44.693116","врачебно-физкультурный диспансер республиканский мз рсо-а"
"1920","КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","08:30 - 19:00 ","0","г. Владикавказ, пр-т. Ген.Доватора 22 ","362048","1","0","1","4","22","","0","","","","43.023644","44.656711","кожно-венерологический диспансер республиканский мз рсо-а"
"1921","НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","пн. - пт. 08 - 18 сб. 09 - 15 вых.: вс. ","0","г. Владикавказ, ул. Маркова 2 а ","362027","1","0","1","165","2 а","","0","","","","43.034629","44.690798","наркологический диспансер республиканский мз рсо-а"
"1922","ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","08:30 - 19:00 вых.: сб. вс. ","0","г. Владикавказ, ул. Зортова 2 ","362002","1","0","1","160","2","","0","","","","43.039013","44.671285","онкологический диспансер республиканский мз рсо-а"
"1923","ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","пн. - пт. 08:30 - 18:00 сб. 08:30 - 14:00 вых.: вс. ","0","г. Владикавказ, ул. Маркова 27 ","362027","1","0","1","165","27","","0","","","","43.037969","44.687098","противотуберкулезный диспансер республиканский мз рсо-а"
"1924","ДИСПАНСЕРНОЕ ОТДЕЛЕНИЕ РЕСПУБЛИКАНСКОЙ ПСИХИАТРИЧЕСКОЙ БОЛЬНИЦЫ","","","пн. - пт. 08 - 18 сб. 09 - 14 вых.: вс. ","1904","г. Владикавказ, ул. Ген.Дзусова 5 ","362045","1","0","1","9","5","","0","","","","43.053466","44.632381","диспансерное отделение республиканской психиатрической больницы"
"1925","РОДИЛЬНЫЙ ДОМ №1","","","круглосуточно","0","г. Владикавказ, ул. Дзержинского 32 ","362003","1","0","1","121","32","","0","","","","43.021704","44.671715","родильный дом №1"
"1926","РОДИЛЬНЫЙ ДОМ №2","","","круглосуточно","0","г. Владикавказ, ул. Кирова 56 ","362027","1","0","1","105","56","","0","","","","43.035125","44.684055","родильный дом №2"
"1927","РОДИЛЬНЫЙ ДОМ ПРИ РКБ","","","круглосуточно","0","г. Владикавказ, ул. Барбашова 39 ","362003","1","0","1","98","39","","0","","","","43.026612","44.655176","родильный дом при ркб"
"1928","ЖЕНСКАЯ КОНСУЛЬТАЦИЯ №1","","","пн. - пт. 08 - 18 сб. 09 - 12 вых.: вс. ","0","г. Владикавказ, пр-т. Коста 219 ","362020","1","0","1","15","219","","0","","","","43.037755","44.662292","женская консультация №1"
"1929","ЖЕНСКАЯ КОНСУЛЬТАЦИЯ №3","","","пн. - пт. 08 - 20 сб. 09 - 17 вых.: вс. ","0","г. Владикавказ, ул. Тельмана 12 ","362021","1","0","1","67","12","","0","","","","43.05064","44.671685","женская консультация №3"
"1930","ЖЕНСКАЯ КОНСУЛЬТАЦИЯ ПРИ ПОЛИКЛИНИКЕ №1","","","08 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Куйбышева 66 ","362025","1","0","1","192","66","","0","","","","43.03154","44.694087","женская консультация при поликлинике №1"
"1931","ГИНЕКОЛОГИЧЕСКОЕ ОТДЕЛЕНИЕ ПРИ ПОЛИКЛИНИКЕ №7","","","пн. - пт. 08 - 18 сб. 09 - 16 вых.: вс. ","0","г. Владикавказ, ул. Весенняя 14 ","362043","1","0","1","6","14","","0","","","","43.040461","44.63282","гинекологическое отделение при поликлинике №7"
"1933","DIAMOND салон красоты","","","10 - 18 вых.: вс. ","0","Правобережный р-н, г. Беслан, ул. Маркова 12 ","","1","2","28","419","12","","0","","","","0.0","0.0","diamond салон красоты"
"1935","ELLE салон красоты","","","09 - 21 ","0","г. Владикавказ, ул. М.Горького 47 ","362025","1","0","1","196","47","","0","","","","43.029719","44.689336","elle салон красоты"
"1936","ТОКАРСИС-М","www.tocarsis.ru","","08 - 10 вых.: вс. ","0","г. Владикавказ, ул. Пожарского 20 а кв.1","362021","1","0","1","62","20 а","","0","","","кв.1","43.058285","44.67164","токарсис-м"
"1937","БИОКОР центр мануальной-остеопатической и кинезитерапии","","","08 - 20 вых.: вс. ","0","г. Владикавказ, ул. Тамаева 21 ","362040","1","0","1","170","21","","0","","","","43.029793","44.68554","биокор центр мануальной-остеопатической и кинезитерапии"
"1945","КЛИНИКА ДОКТОРА КУДЗАЕВА","www.kudzaev.ru","doctor@kudzaev.ru","11 - 16 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Коста 12 а ","362015","1","0","1","15","12 а","","0","","","","0.0","0.0","клиника доктора кудзаева"
"1946","РЕСПУБЛИКАНСКАЯ КЛИНИКА ЭСТЕТИЧЕСКОЙ МЕДИЦИНЫ (РКМ)","","","09 - 19 вых.: вс. ","0","г. Владикавказ, ул. Ген.Плиева 5 ","362008","1","0","1","119","5","","0","","","","43.01988","44.678259","республиканская клиника эстетической медицины (ркм)"
"1948","ХИРУРГИЯ ВЕН флебологический центр","","","09 - 15 ","0","г. Владикавказ, ул. Титова 11/3 ","362027","1","0","1","171","11/3","","0","","","","43.041025","44.681195","хирургия вен флебологический центр"
"1951","ГЛАВНОЕ БЮРО МЕДИКО-СОЦИАЛЬНОЙ ЭКСПЕРТИЗЫ ПО РСО-А","","mse@osetia.ru","09 - 17 вых.: сб. вс. ","0","г. Владикавказ, ул. Ак.Шегрена 8/2 ","362025","1","0","1","234","8/2","","0","","","","43.030726","44.694267","главное бюро медико-социальной экспертизы по рсо-а"
"1952","ОПТИКА-АПТЕКА, магазин =ФАРМАЦИЯ=","","","пн. - пт. 08 - 20 сб. 09 - 19 вых.: вс. ","0","г. Владикавказ, ул. Ватутина 23 ","362025","1","0","1","199","23","","0","","","","43.027829","44.690249","оптика-аптека, магазин =фармация="
"1953","ОПТИКА-ОЧКИ","","","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Владикавказская 10 ","362043","1","0","1","7","10","","0","","","","43.045867","44.63657","оптика-очки"
"1955","АПТЕКА №4 =ФАРМАЦИЯ=","","","08 - 22 ","0","г. Владикавказ, ул. Ген.Плиева 5 ","362008","1","0","1","119","5","","0","","","","43.019886","44.678295","аптека №4 =фармация="
"1957","ЛАБОРАТОРИЯ КОНТАКТНОЙ КОРРЕКЦИИ ЗРЕНИЯ","","","пн. - пт. 09 - 17 сб. 12 - 17 вых.: вс. ","0","г. Владикавказ, ул. Владикавказская 16 ","362043","1","0","1","7","16","","0","","","","43.046723","44.635415","лаборатория контактной коррекции зрения"
"1960","ФАРМАЦИЯ склад","","farm15@mail.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, ул. Минина 21 ","362021","1","0","1","83","21","","0","","","","43.054819","44.674945","фармация склад"
"1961","ЗАБОТА дом-интернат для престарелых и инвалидов","","zabota-rso@yandex.ru","08 - 17 ","0","г. Владикавказ, ул. Пушкинская 7 ","362019","1","0","1","260","7","","0","","","","43.021792","44.696082","забота дом-интернат для престарелых и инвалидов"
"1962","ЦЕНТР ПЛАНИРОВАНИЯ СЕМЬИ И РЕПРОДУКЦИИ РЕСПУБЛИКАНСКИЙ МЗ РСО-А","","","08 - 18 вых.: вс. ","0","г. Владикавказ, ул. Маркуса 65 ","362027","1","0","1","3","65","","0","","","","43.039064","44.681836","центр планирования семьи и репродукции республиканский мз рсо-а"
"1964","ЦЕНТР МЕДИЦИНЫ КАТАСТРОФ ТЕРРИТОРИАЛЬНЫЙ МЗ РСО-А","","","круглосуточно","0","г. Владикавказ, ул. Барбашова 39 ","362048","1","0","1","98","39","","0","","","","43.026606","44.655144","центр медицины катастроф территориальный мз рсо-а"
"1966","ДИГОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА","","","","0","Дигорский р-н, г. Дигора, ул. Бицаева 1 ","","1","7","36","803","1","","0","","","","0.0","0.0","дигорская центральная районная больница"
"1969","ПОЛИКЛИНИКА №1","","","пн. - пт. 08 - 18 сб. 09 - 15 вых.: вс. ","0","г. Владикавказ, ул. Куйбышева 66 ","362025","1","0","1","192","66","","0","","","","43.031607","44.694079","поликлиника №1"
"1970","ПОЛИКЛИНИКА №3","","","пн. - пт. 08 - 18 сб. вс. 09 - 14 ","0","г. Владикавказ, ул. Иристонская 43 ","362042","1","0","1","46","43","","0","","","","43.065092","44.663286","поликлиника №3"
"1971","ПОЛИКЛИНИКА №4","","","пн. - пт. 08 - 18 сб. 09 - 16 ","0","г. Владикавказ, ул. Барбашова 39 ","362003","1","0","1","98","39","","0","","","","43.026602","44.655175","поликлиника №4"
"1972","ПОЛИКЛИНИКА №5","","","пн. - пт. 08 - 18 сб. 09 - 16 вых.: вс. ","0","г. Владикавказ, ул. З.Космодемьянской 14 ","362035","1","0","1","21","14","","0","","","","43.0466","44.653881","поликлиника №5"
"1973","ПОЛИКЛИНИКА №6","","","пн. - пт. 08 - 18 сб. 09 - 14 вых.: вс. ","0","г. Владикавказ, ул. Нальчикская 3 а ","362003","1","0","1","110","3 а","","0","","","","43.025442","44.674411","поликлиника №6"
"1974","ПОЛИКЛИНИКА №7","","","пн. - пт. 08 - 18 сб. 08 - 14 вых.: вс. ","0","г. Владикавказ, ул. Весенняя 14 ","362043","1","0","1","6","14","","0","","","","43.040475","44.632828","поликлиника №7"
